procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 3  1      0 2604048  28492 1005940    0    0   971  3959   60  186  2  1 95  2
 1  0      0 2592624  28528 1017064    0    0    36   500  602 1528  4  5 88  3
 0  0      0 2592416  28528 1017152    0    0     0   360  597 1264  3  5 92  0
 0  0      0 2592432  28528 1017296    0    0     0   420  629 1363  2  6 92  0
 0  0      0 2592316  28528 1017292    0    0     0   360  595 1290  3  5 92  0
 0  0      0 2592060  28528 1017272    0    0     0   420  594 1229  4  4 92  0
 0  0      0 2592448  28548 1017196    0    0     4   364  583 1275  3  5 87  5
 0  0      0 2592764  28548 1017112    0    0     0   360  583 1243  3  5 92  0
 1  0      0 2595408  28548 1014200    0    0     0   420  637 1364  3  4 92  0
 0  0      0 2591920  28548 1017284    0    0     0   360  596 1288  4  4 92  0
 1  0      0 2598284  28548 1010688    0    0     0   420  621 1329  3  5 92  0
 0  0      0 2592160  28564 1017288    0    0     0   352  556 1220  1  5 89  5
 1  0      0 2592448  28568 1017288    0    0    12   420  628 1351  3  5 93  0
 0  0      0 2591696  28568 1017280    0    0     0   360  600 1313  3  6 91  0
 0  0      0 2591936  28568 1017296    0    0     0   384  604 1284  3  5 93  0
 0  0      0 2592216  28568 1017284    0    0     0   420  640 1424  3  6 91  0
 0  0      0 2592664  28584 1017424    0    0     0   372  509 1151  3  4 88  5
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 4  0      0 2603604  28564 1005964    0    0   897  5472   70  195  2  2 94  2
 0  0      0 2592052  28592 1017432    0    0    16  1396  628 1367  3  5 87  5
 0  0      0 2591564  28592 1017516    0    0     4  1512  616 1319  4  6 91  0
 0  0      0 2591976  28592 1017268    0    0     4  1764  672 1365  3  6 92  0
 0  0      0 2591984  28592 1017532    0    0     8  1512  640 1272  3  5 92  0
 0  0      0 2591736  28592 1017472    0    0     8  1764  688 1336  3  4 93  0
 0  0      0 2592008  28612 1017436    0    0     8  1328  526 1213  2  5 88  5
 0  0      0 2591208  28612 1017296    0    0     4  1764  658 1240  4  4 92  0
 0  0      0 2591960  28612 1017564    0    0     8  1512  682 1407  3  6 91  0
 0  0      0 2591984  28612 1017484    0    0     8  1764  664 1261  2  5 93  0
 0  0      0 2592316  28612 1017528    0    0     4  1512  668 1342  2  6 92  0
 0  0      0 2591776  28628 1017472    0    0     4  1564  619 1282  2  4 89  5
 0  0      0 2591952  28628 1017272    0    0     8  1764  697 1311  3  5 92  0
 1  0      0 2591340  28628 1017472    0    0     4  1512  627 1319  2  7 91  0
 0  0      0 2592108  28628 1017472    0    0     4  1536  716 1291  2  6 92  0
 1  0      0 2593812  28628 1015936    0    0     4  1764  680 1346  3  6 91  0
 0  0      0 2592060  28644 1017240    0    0     4  1324  590 1218  2  4 88  5
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 3  0      0 2603044  28676 1005916    0    0   834  6786   79  202  2  2 94  3
 0  0      0 2590600  28704 1018208    0    0     8  5136  886 1285  3  4 88  5
 0  0      0 2590516  28704 1018236    0    0     0  6000 1265 1248  3  6 90  0
 0  0      0 2590308  28704 1018280    0    0     0  7000 1187 1338  5  6 89  0
 0  0      0 2590788  28704 1018080    0    0     0  6000 1266 1352  3  7 90  0
 0  0      0 2590524  28704 1018216    0    0     0  6000 1051 1274  3  6 91  0
 0  1      0 2589648  28720 1018000    0    0     4  5064 1041 1116  3  5 91  1
 0  0      0 2590136  28724 1018224    0    0     0  7004 1407 1395  4  6 87  4
 0  0      0 2590060  28724 1018268    0    0     0  6000 1005 1333  5  6 89  0
 0  0      0 2589952  28724 1018232    0    0     0  7000 1242 1297  5  6 89  0
 0  0      0 2590292  28724 1018236    0    0     0  6000 1267 1363  4  7 89  0
 0  1      0 2589888  28736 1018272    0    0     0  5048  730 1258  5  5 88  3
 0  0      0 2590128  28740 1018316    0    0     0  7004 1452 1349  4  6 88  2
 0  0      0 2590112  28740 1018228    0    0     0  6000 1478 1335  4  5 91  0
 0  0      0 2590036  28740 1018228    0    0     0  7000 1045 1273  4  5 90  0
 0  0      0 2590152  28740 1018452    0    0     0  6000  934 1417  3  7 90  0
 0  1      0 2589828  28752 1018232    0    0     0  5060  661 1185  4  4 89  3
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0      0 2601580  28688 1006192    0    0   778  7981   93  209  2  2 93  3
 0  0      0 2587260  28708 1021284    0    0     8 24040  653 1352  6  5 90  0
 1  0      0 2587028  28708 1021244    0    0     0 24000  742 1322  5  6 89  0
 0  0      0 2587004  28708 1021268    0    0     0 24000  756 1269  5  4 91  0
 0  0      0 2587412  28708 1021116    0    0     0 24000  816 1345  6  6 89  0
 0  0      0 2587560  28716 1021348    0    0     0 20124  767 1148  4  4 87  5
 0  0      0 2587932  28728 1021052    0    0     4 24012  714 1331  4  6 90  0
 1  0      0 2587940  28728 1021104    0    0     0 24000  783 1262  5  4 90  0
 0  0      0 2588552  28728 1021136    0    0     0 28000  873 1324  5  5 90  0
 1  0      0 2597000  28728 1012336    0    0     0 24000  865 1318  5  5 90  0
