date,mode,size,count,ss_span,fs,before_img_size,after_img_size,diff_img_size,mean_write_bw
2024-07-26_19-16-45,seq,60k,100,1,ext3,192248,192312,64,61663170.560000
2024-07-26_19-16-45,seq,250k,100,1,ext3,192248,192504,256,213254481.920000
2024-07-26_19-16-45,seq,1000k,100,1,ext3,192248,193252,1004,322432102.400000
2024-07-26_19-16-45,seq,4000k,100,1,ext3,192248,196252,4004,1702285813.760000
