procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 5  1      0 7615764   3236  54104    0    0  1697  3170  357  359  1  3 94  3
 0  0      0 7616060    524  48500    0    0  5060  2336 1554 1909  0  4 94  1
 0  0      0 7616424    388  48192    0    0  3156  1308  876 1407  0  3 96  1
 0  0      0 7616480    416  48412    0    0  2816  1320  833 1395  1  2 96  1
 1  0      0 7616324    388  48524    0    0  2972  1344  877 1563  1  2 96  1
 2  1      0 7616472    380  48440    0    0  3200  1752  920 1590  2  2 95  1
 0  0      0 7616860    396  48560    0    0  3484  1760  923 1607  1  3 95  1
 0  0      0 7616480    388  48232    0    0  3500  1796 1006 1763  1  3 95  0
 0  0      0 7616628    404  48456    0    0  2644  1336  815 1411  1  2 96  1
 1  0      0 7608424    412  56740    0    0  2828  1368 7311 2597  0  5 90  4
 0  0      0 7608216    388  56408    0    0  3320  1764  907 1621  0  4 95  1
 0  0      0 7608084    416  56636    0    0  3948  1788 1027 1629  0  4 94  1
 0  0      0 7592560    392  64944    0    0  3568  1800 5920 1726  1  4 93  2
 1  0      0 7599520    408  65056    0    0  2944  1364 1654 1425  0  4 95  1
 0  0      0 7600148    376  64772    0    0  3188  1768  932 1607  0  4 94  1
 1  0      0 7600560    380  64444    0    0  3456  1372  871 1514  2  2 95  1
 0  0      0 7599584    400  64828    0    0  2688  1768  907 1487  1  3 95  0
 0  0      0 7599964    388  64992    0    0  2652  1336  800 1348  1  2 96  1
 1  0      0 7599948    392  64764    0    0  2888  1368  824 1445  1  3 96  1
 0  0      0 7600220    384  64764    0    0  3368  1764  897 1518  1  2 96  1
 0  0      0 7599964    412  64844    0    0  2716  1364  794 1312  1  3 96  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 7600064    392  64784    0    0  3576  1784  947 1495  0  4 94  2
 1  0      0 7600592    372  64468    0    0  3536  1364  902 1563  0  3 94  2
 1  1      0 7599700    392  65152    0    0  3168  1784 1166 1620  1  4 94  1
 0  0      0 7600172    392  64820    0    0  3144  1796 1142 1670  1  3 95  1
 0  0      0 7600180    376  64820    0    0  3528  1768  944 1605  1  3 95  1
 0  0      0 7600336    388  64920    0    0  3564  1784  937 1614  1  3 95  1
 1  0      0 7600088    408  64980    0    0  2708  1368  842 1461  0  3 96  1
