procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 3  0      0 6718752  29092 933828    0    0  4257  2049  135  324  2  2 95  2
 0  0      0 7638324    388  46712    0    0  4020  4948 1475 1079  1  2 95  2
 0  0      0 7638960    384  47000    0    0  3816  1008 1010  948  0  1 98  1
 0  0      0 7638712    376  47248    0    0  3520  1020  951  893  0  1 98  1
 0  0      0 7638620    384  46956    0    0  3516  1024  975 1011  0  1 98  1
 0  0      0 7638480    380  46804    0    0  3656  1020  998 1043  0  1 97  1
 0  0      0 7638580    388  46972    0    0  3492  1048 1013 1046  0  0 98  1
 0  0      0 7638216    388  47012    0    0  3520  1084  969 1006  0  1 98  2
 0  0      0 7638744    392  46980    0    0  4368  1288 1124 1248  0  1 97  2
 0  0      0 7639108    384  46968    0    0  3564  1052  969 1058  0  0 97  2
 0  0      0 7639308    376  46980    0    0  3532  1052 1013 1417  1  1 95  3
 1  0      0 7639604    408  46648    0    0  4508   800 1354 1542  1  2 96  1
 1  0      0 7636636    416  46916    0    0 10524  1284 2337 2884  2  4 91  3
 0  2      0 7625592   1344  47760    0    0 51788  1388 6248 4812 16  7 71  6
 1  0      0 7616904    424  48048    0    0 20916  1100 3667 3168  8  4 84  4
 1  0      0 7607892    412  56324    0    0  2700   788 7140 1926  1  4 91  4
 2  0      0 7608048    404  56328    0    0  2700   792  906 1307  1  3 96  0
 1  0      0 7608236    400  56184    0    0  2840   812  935 1363  0  3 96  0
 1  0      0 7608036    400  56412    0    0  3556  1028 1092 1588  1  3 95  1
 1  0      0 7599076    400  64520    0    0  2696   816 6371 1894  1  4 90  5
 1  0      0 7599700    396  64424    0    0  2700   792  874 1416  1  3 96  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 7600460    388  64968    0    0  3540  1024 1082 1600  2  3 94  1
 1  0      0 7600120    384  64608    0    0  3568  1052 1063 1608  0  4 94  1
 2  0      0 7600052    404  64508    0    0  2692   800  928 1357  0  4 95  1
 1  0      0 7599920    380  64788    0    0  3552  1052 1020 1524  0  3 95  1
 1  0      0 7600300    388  64644    0    0  2716   792  892 1350  1  3 95  0
 0  0      0 7600184    396  64496    0    0  2712   816  835 1300  0  3 96  0
 0  0      0 7600152    388  64776    0    0  3544  1024 1256 1599  2  2 95  1
