date,mode,size,count,ss_span,fs,before_img_size,after_img_size,diff_img_size,mean_write_bw
2024-08-17_20-03-00,append,200KB,100,1,yuiha,176196,197536,21340,===
2024-08-17_20-03-00,append,200KB,100,2,yuiha,176196,196652,20456,===
2024-08-17_20-03-00,append,200KB,100,4,yuiha,176196,196192,19996,===
2024-08-17_20-03-00,append,400KB,100,1,yuiha,176196,217136,40940,===
2024-08-17_20-03-00,append,400KB,100,2,yuiha,176196,216236,40040,===
2024-08-17_20-03-00,append,400KB,100,4,yuiha,176196,215756,39560,===
2024-08-17_20-03-00,append,800KB,100,1,yuiha,176196,256220,80024,===
2024-08-17_20-03-00,append,800KB,100,2,yuiha,176196,255372,79176,===
2024-08-17_20-03-00,append,800KB,100,4,yuiha,176196,254876,78680,===
2024-08-17_20-03-00,append,1600KB,100,1,yuiha,176196,334324,158128,===
2024-08-17_20-03-00,append,1600KB,100,2,yuiha,176196,333580,157384,===
2024-08-17_20-03-00,append,1600KB,100,4,yuiha,176196,333072,156876,===
