procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 3  0      0 7615856   3224  53676    0    0  1589  3267  366  365  1  3 94  3
 1  0      0 7615400    544  48932    0    0  5004  4276 1612 1959  1  4 94  2
 0  0      0 7615596    400  48952    0    0  4856  4248 1447 2155  1  4 93  1
 1  0      0 7615588    384  48328    0    0  4340  3432 1223 1938  1  4 94  1
 1  0      0 7606052    408  57376    0    0  2720  3364 6326 2130  1  3 90  5
 1  0      0 7606600    404  57272    0    0  4400  4256 1314 2083  1  5 94  1
 0  0      0 7606508    396  57376    0    0  3516  3432 1106 1800  1  3 94  1
 0  0      0 7607168    404  57264    0    0  4368  4220 1512 2164  1  4 94  1
 0  0      0 7606852    404  57256    0    0  3524  3392 1082 1778  1  3 95  1
 1  0      0 7607752    376  56160    0    0  4288  3432 1211 1940  0  4 94  1
 0  0      0 7607116    388  57096    0    0  5236  4228 1772 2037  0  5 94  1
 0  0      0 7607156    388  57084    0    0  3432  3420 1100 1803  0  3 94  2
 0  0      0 7606784    392  57024    0    0  4308  4224 1271 2004  0  4 95  1
 1  0      0 7606844    424  57252    0    0  3628  3404 1357 1908  0  4 95  1
 0  0      0 7598084    392  65480    0    0  3488  3428 9708 2279  1  5 90  4
 0  0      0 7598328    392  65220    0    0  4376  4212 1270 2056  1  5 93  0
 0  0      0 7598968    396  65376    0    0  3516  3408 1317 1893  0  4 94  2
 0  0      0 7598700    384  65484    0    0  3540  3404 1081 1729  1  3 95  2
 0  0      0 7599028    408  65504    0    0  2668  2576  902 1470  1  3 96  1
 1  0      0 7598732    388  65480    0    0  3528  3364 1073 1721  1  4 94  1
 0  0      0 7598864    396  65468    0    0  3532  3404 1294 1867  1  4 94  1
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 7598772    552  65336    0    0  5472  3436 1572 1853  0  3 94  2
 1  0      0 7600020    372  64740    0    0  4368  3396 1199 1911  1  5 93  1
 0  0      0 7598900    400  65324    0    0  3596  4212 1393 2018  0  5 94  1
