Q,9434520,8,4096
Q,52888,8,4096
Q,52896,8,4096
Q,52904,8,4096
Q,52912,8,4096
Q,52920,8,4096
Q,52928,8,4096
Q,1856128,32,16384
Q,1860512,8,4096
Q,1862528,8,4096
Q,1862912,16,8192
Q,1862952,8,4096
Q,1863424,8,4096
Q,2283144,8,4096
Q,2283160,8,4096
Q,2283256,8,4096
Q,2283472,8,4096
Q,2288712,8,4096
Q,2299264,8,4096
Q,2299392,8,4096
Q,2299464,8,4096
Q,2299584,8,4096
Q,2299624,8,4096
Q,2300288,8,4096
Q,2300416,16,8192
Q,2300552,8,4096
Q,3355576,8,4096
Q,3355640,8,4096
Q,3383040,16,8192
Q,3383072,16,8192
Q,3383112,32,16384
Q,3383176,8,4096
Q,3388032,64,32768
Q,3481568,16,8192
Q,3482552,16,8192
Q,3482576,24,12288
Q,3482616,8,4096
Q,3557536,16,8192
Q,3798984,8,4096
Q,4298176,8,4096
Q,4298880,8,4096
Q,4300320,16,8192
Q,4301368,8,4096
Q,4302464,8,4096
Q,4353080,8,4096
Q,4353416,8,4096
Q,4387848,8,4096
Q,4391528,8,4096
Q,4392816,8,4096
Q,4392856,16,8192
Q,4392880,24,12288
Q,4392952,8,4096
Q,11027712,64,32768
Q,11027784,16,8192
Q,11027824,48,24576
Q,11072832,8,4096
Q,1862528,8,4096
Q,1856136,24,12288
Q,1862528,8,4096
Q,1856128,8,4096
Q,1856136,24,12288
Q,1862528,8,4096
Q,1856128,8,4096
Q,1856128,8,4096
Q,1862528,32,16384
Q,1862560,8,4096
Q,1862568,24,12288
Q,12173440,8,4096
Q,1862592,8,4096
Q,1862600,24,12288
Q,9421824,8,4096
Q,1862624,8,4096
Q,1327104,8,4096
Q,1095168,128,65536
Q,4065152,136,69632
Q,12261248,128,65536
Q,52936,8,4096
Q,52944,8,4096
Q,52952,8,4096
Q,52960,8,4096
Q,52968,8,4096
Q,52976,8,4096
Q,1862632,24,12288
Q,1867392,488,249856
Q,1445504,128,65536
Q,1867880,8,4096
Q,1867888,80,40960
Q,4065288,8,4096
Q,1867968,8,4096
Q,1867976,80,40960
Q,12261256,8,4096
Q,1868056,8,4096
Q,1862672,8,4096
Q,1862920,8,4096
Q,3336184,8,4096
Q,3383088,16,8192
Q,3383112,16,8192
Q,3383168,16,8192
Q,3481552,8,4096
Q,3481568,16,8192
Q,3482536,16,8192
Q,3482568,8,4096
Q,3482600,16,8192
Q,3557504,16,8192
Q,3570232,16,8192
Q,3570280,16,8192
Q,3573536,16,8192
Q,4392816,8,4096
Q,4392864,8,4096
Q,4392880,24,12288
Q,4392952,8,4096
Q,11027712,24,12288
Q,11027744,32,16384
Q,11027832,16,8192
Q,11027864,8,4096
Q,11072832,8,4096
Q,1868064,264,135168
Q,12261264,72,36864
Q,1868328,8,4096
Q,1868336,40,20480
Q,1868376,8,4096
Q,1868384,56,28672
Q,12261336,168,86016
Q,52984,8,4096
Q,52992,8,4096
Q,53000,8,4096
Q,53008,8,4096
Q,53016,8,4096
Q,53024,8,4096
Q,1445504,128,65536
Q,1868440,8,4096
Q,1868448,72,36864
Q,1868520,8,4096
Q,1868528,304,155648
Q,4065296,40,20480
Q,12195856,8,4096
Q,12196096,16,8192
Q,12196120,16,8192
Q,12196144,16,8192
Q,12196168,16,8192
Q,12196200,32,16384
Q,12196240,32,16384
Q,12196280,48,24576
Q,12196336,8,4096
Q,12196352,32,16384
Q,12196392,8,4096
Q,12196408,8,4096
Q,12196424,16,8192
Q,12196472,8,4096
Q,12196488,24,12288
Q,12196520,72,36864
Q,12196600,32,16384
Q,12196640,40,20480
Q,12196704,24,12288
Q,12196744,80,40960
Q,12196832,8,4096
Q,12196848,32,16384
Q,12196896,16,8192
Q,12196928,24,12288
Q,12196960,32,16384
Q,12197008,24,12288
Q,12197040,40,20480
Q,12197088,8,4096
Q,12197104,112,57344
Q,12197224,88,45056
Q,12197320,8,4096
Q,12197336,16,8192
Q,12197360,32,16384
Q,12197400,8,4096
Q,12197416,8,4096
Q,12197440,8,4096
Q,12197456,48,24576
Q,12197512,8,4096
Q,12197544,48,24576
Q,12197600,8,4096
Q,12197616,24,12288
Q,12197648,16,8192
Q,12197680,16,8192
Q,12197704,80,40960
Q,12197792,16,8192
Q,12197816,8,4096
Q,12197832,8,4096
Q,12197848,16,8192
Q,12197872,72,36864
Q,12197952,8,4096
Q,12197968,8,4096
Q,12197984,8,4096
Q,12198000,8,4096
Q,12198016,40,20480
Q,12198064,24,12288
Q,12198096,8,4096
Q,12198120,32,16384
Q,12198168,24,12288
Q,12198200,16,8192
Q,12198224,24,12288
Q,12198256,24,12288
Q,12198288,16,8192
Q,12198312,32,16384
Q,12198352,16,8192
Q,12198376,112,57344
Q,12198496,48,24576
Q,12198560,8,4096
Q,12198576,72,36864
Q,12198656,8,4096
Q,12198672,48,24576
Q,12198736,16,8192
Q,12198760,40,20480
Q,12198808,8,4096
Q,12198832,8,4096
Q,12198848,16,8192
Q,12198872,24,12288
Q,12198904,32,16384
Q,12198952,56,28672
Q,12199016,32,16384
Q,12199056,120,61440
Q,12199184,64,32768
Q,12199256,8,4096
Q,12199272,24,12288
Q,12199304,16,8192
Q,12199328,16,8192
Q,12199352,8,4096
Q,12199368,80,40960
Q,12199456,112,57344
Q,12199576,8,4096
Q,12199592,56,28672
Q,12199656,8,4096
Q,12199680,80,40960
Q,12199768,8,4096
Q,12199792,16,8192
Q,12199816,72,36864
Q,12199896,112,57344
Q,12200016,40,20480
Q,12200064,8,4096
Q,12200088,24,12288
Q,12200120,8,4096
Q,12200136,80,40960
Q,12200224,88,45056
Q,12200336,8,4096
Q,12200352,56,28672
Q,12200416,8,4096
Q,12200432,72,36864
Q,12200512,88,45056
Q,12200608,8,4096
Q,12200632,16,8192
Q,12200656,120,61440
Q,12200784,40,20480
Q,12200832,56,28672
Q,12200896,40,20480
Q,12200944,8,4096
Q,12200960,48,24576
Q,12201016,16,8192
Q,12201048,128,65536
Q,12201184,40,20480
Q,12201232,32,16384
Q,12201272,24,12288
Q,12201304,8,4096
Q,12201328,8,4096
Q,12201344,24,12288
Q,12201376,8,4096
Q,12201392,48,24576
Q,12201448,8,4096
Q,12201464,16,8192
Q,12201496,104,53248
Q,12201608,72,36864
Q,12201688,80,40960
Q,12201776,16,8192
Q,12201800,88,45056
Q,12201896,8,4096
Q,12201928,8,4096
