procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 2811112  25964 915092    0    0   427   930   21   43  0  0 99  0
 0  0      0 2797372  26016 927080    0    0   792   400  957 1305  2  6 92  0
 0  0      0 2797504  26044 927124    0    0     0   420  965 1226  1  5 94  0
 0  0      0 2797372  26068 927168    0    0     0   360  943 1250  2  6 92  0
 0  0      0 2797636  26096 927128    0    0     0   360  973 1251  3  4 93  0
 1  1      0 2804704  26120 920088    0    0     0   452  930 1166  1  6 89  4
 0  0      0 2797372  26200 927244    0    0    44   528 1031 1284  1  6 92  0
 2  0      0 2808500  26228 915984    0    0     0   420  973 1236  2  5 93  0
 0  0      0 2797084  26252 927100    0    0     0   360  991 1303  2  6 92  0
 0  0      0 2796836  26284 927204    0    0     0   420  958 1196  2  5 93  0
 0  1      0 2796860  26304 927252    0    0     0   340  922 1207  2  5 88  4
 0  0      0 2797036  26336 927168    0    0     0   524  914 1135  0  6 93  0
 1  0      0 2803632  26368 920824    0    0     0   420 1005 1320  1  7 91  0
 0  0      0 2796944  26392 927248    0    0     0   360  959 1210  1  7 92  0
 1  0      0 2808584  26424 915988    0    0     0   420  989 1270  2  6 92  0
 0  1      0 2796936  26444 927180    0    0     0   332  914 1165  1  5 89  5
 0  0      0 2797176  26476 927244    0    0     0   520  951 1194  1  6 93  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 2806052  26028 915984    0    0   412  1790   31   52  0  1 99  1
 0  1      0 2797028  26060 927240    0    0    12   408  886 1161  1  5 91  3
 0  0      0 2796820  26076 927192    0    0     0   424 1003 1307  0  6 91  2
 1  0      0 2796936  26088 927364    0    0     0   360  925 1158  0  6 93  0
 0  0      0 2796672  26104 927468    0    0     0   420  985 1287  1  7 92  0
 0  0      0 2796672  26116 927424    0    0     0   420  929 1158  1  6 94  0
 1  1      0 2796920  26140 927300    0    0     4   420  926 1183  1  6 88  5
 0  0      0 2796788  26156 927296    0    0     0   360  885 1132  1  6 92  1
 0  0      0 2796936  26168 927300    0    0     0   420  961 1260  1  7 92  0
 0  0      0 2797044  26180 927260    0    0     0   360  940 1188  0  6 94  0
 0  0      0 2796928  26196 927296    0    0     0   420  967 1271  0  8 92  0
 0  1      0 2796672  26212 927264    0    0     0   424  874 1079  1  5 91  3
 0  0      0 2796688  26232 927292    0    0     0   424 1001 1299  1  5 92  2
 0  0      0 2796400  26244 927308    0    0     0   420  941 1172  0  6 93  0
 0  0      0 2796780  26256 927260    0    0     0   500 1007 1293  2  5 92  0
 0  0      0 2796556  26272 927336    0    0     0   420  943 1187  1  5 94  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 2808172  26028 915960    0    0   397  2585   39   60  0  1 98  1
 0  0      0 2796200  26056 927224    0    0    12   412  912 1152  1  5 89  6
 0  0      0 2795920  26060 927312    0    0     0   420  911 1156  1  6 93  0
 0  0      0 2795888  26068 927312    0    0     0   360  943 1233  1  6 93  0
 0  0      0 2796176  26080 927308    0    0     0   420  934 1192  0  7 93  0
 0  0      0 2795788  26084 927312    0    0     0   360  947 1237  1  7 92  0
 1  1      0 2796160  26104 927296    0    0     4   448  871 1086  2  4 90  5
 0  0      0 2795904  26108 927484    0    0     0   360  939 1227  2  5 92  1
 0  0      0 2796168  26116 927312    0    0     0   420  965 1227  1  5 94  0
 0  0      0 2796516  26120 927352    0    0     0   360  934 1236  1  6 93  0
 1  0      0 2801136  26128 921372    0    0     0   420  968 1228  1  6 93  0
 0  1      0 2796440  26140 927312    0    0     0   388  885 1148  1  5 91  3
 0  0      0 2795880  26148 927312    0    0     0   424  996 1304  0  7 91  2
 0  0      0 2796136  26156 927360    0    0     0   420  925 1143  1  6 94  0
 0  0      0 2796004  26164 927320    0    0     0   432  971 1265  1  6 92  0
 1  0      0 2805940  26172 916580    0    0     0   420  948 1182  1  6 93  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 2807096  26028 915996    0    0   383  3325   47   67  0  1 98  1
 0  0      0 2796460  26052 927256    0    0    12   416  880 1140  1  5 88  6
 0  0      0 2796524  26052 927360    0    0     0   420  889 1108  0  6 94  0
 0  0      0 2796500  26052 927292    0    0     0   360  956 1254  1  6 92  0
 2  0      0 2807776  26052 916196    0    0     0   420  927 1187  0  7 93  0
 0  0      0 2796524  26052 927320    0    0     0   360  954 1242  0  6 93  0
 1  1      0 2800732  26064 922260    0    0     4   404  838 1047  1  5 89  5
 0  0      0 2796392  26064 927320    0    0     0   360  960 1260  1  6 93  0
 1  0      0 2804916  26064 918740    0    0     0   420  932 1205  1  6 93  0
 0  0      0 2796300  26064 927320    0    0     0   360  928 1201  1  6 93  0
 0  0      0 2796268  26064 927280    0    0     0   420  933 1221  0  7 93  0
 0  1      0 2796400  26072 927320    0    0     0   340  844 1089  0  6 94  0
 0  0      0 2796244  26072 927280    0    0     0   424  961 1232  2  4 89  5
 0  0      0 2796292  26072 927320    0    0     0   420  950 1191  0  6 93  0
 0  0      0 2796292  26072 927320    0    0     0   384  936 1223  1  6 93  0
 1  0      0 2805684  26072 918520    0    0     0   420  957 1245  1  6 93  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 2805476  26028 915996    0    0   371  4016   54   73  0  1 97  1
 0  1      0 2796044  26076 927508    0    0    16  1624 1229 1268  1  6 93  0
 0  0      0 2795996  26100 927448    0    0     0  1516 1292 1317  2  5 89  4
 0  0      0 2796152  26128 927488    0    0     0  1764 1312 1256  2  5 93  0
 0  0      0 2795756  26156 927528    0    0     0  1512 1253 1290  1  7 92  0
