procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 4  0      0 6474180   3112  53684    0    0  1055  5668  608  490  2  4 91  3
 1  0      0 6474744    372  47808    0    0  4900  2296 1639 1657  0  3 95  1
 0  0      0 6474824    376  48068    0    0  3256  1308 1048 1300  0  3 96  0
 0  0      0 6474468    384  48464    0    0  3672  1760 1165 1468  1  2 96  1
 0  0      0 6474228    384  48616    0    0  2688  1336  960 1317  0  4 95  1
 0  0      0 6474012    376  48960    0    0  3532  1740 1127 1516  1  2 96  1
 0  0      0 6473632    392  49176    0    0  2688  1368  956 1415  1  2 96  0
 0  0      0 6473532    400  49612    0    0  2724  1344  944 1320  1  2 97  0
 2  0      0 6473888    364  49092    0    0  3424  1328  996 1388  1  2 96  1
 1  0      0 6472516    368  50268    0    0  3340  1800 1193 1900  0  2 96  2
 0  1      0 6455196    376  58588    0    0  2996  1764 5100 2021  1  4 91  4
 1  0      0 6463692    384  59000    0    0  2912  1364 3089 2025  0  2 95  2
 0  0      0 6463432    388  59456    0    0  3356  1776 1213 1766  0  3 95  1
 0  0      0 6463192    392  59700    0    0  2692  1372  987 1480  0  2 97  1
 1  0      0 6454152    368  68096    0    0  3540  1764 6897 2027  1  4 91  4
 0  0      0 6453820    388  68708    0    0  2720  1372 1065 1646  0  3 96  1
 0  0      0 6453432    380  68880    0    0  3528  1760 1169 1742  0  2 96  1
 0  0      0 6453364    380  68972    0    0  2684  1356  949 1591  2  1 97  0
 0  0      0 6453404    372  69188    0    0  3500  1772 1144 1527  1  2 95  1
 0  0      0 6444804    388  77624    0    0  2712  1348 7472 2146  1  4 92  3
 0  0      0 6444736    384  77704    0    0  2680  1344 1151 1456  1  2 96  1
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 6444232    384  77852    0    0  3568  1796 1174 1586  1  3 94  1
 0  0      0 6444016    368  78060    0    0  3528  1796 1157 1545  1  2 95  2
 0  0      0 6444196    396  78468    0    0  2720  1336  956 1342  1  2 97  0
 0  0      0 6444020    392  78624    0    0  3528  1788 1194 1720  1  3 95  1
 0  0      0 6443772    396  78732    0    0  3548  1792 1199 1852  1  3 95  1
 0  0      0 6443600    392  78864    0    0  3476  1788 1346 1663  1  3 94  2
 1  0      0 6442956    388  79500    0    0  3228  1368 1188 1508  0  2 96  1
 1  0      0 6443452    372  79188    0    0  2896  1764 1104 1543  1  2 95  2
