procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 4  0      0 3936560   1788  10012    0    0   610  1722   79   79  0  2 96  2
 0  0      0 3933212    148   5956    0    0  2804  6604  783  798  1  4 93  3
 0  0      0 3933260    168   5948    0    0  4376  6496  768  781  0  6 92  2
 1  0      0 3933260    188   6124    0    0  5844  6552  828  855  1  7 90  2
 1  0      0 3924920    180  14532    0    0  5844  8156 1761 1046  1 12 84  3
 1  0      0 3924920    180  12496    0    0  6992  9800 1073 1187  1  9 86  4
 0  0      0 3924896    204  14156    0    0  3452  6492  736  657  1  4 92  3
 0  0      0 3916596    188  22236    0    0  4428  6536 1255  845  1  7 89  3
 0  0      0 3916620    200  22328    0    0  3320  4916  665  617  1  5 93  1
 0  0      0 3916744    192  22232    0    0  4416  6508  780  789  0  6 91  2
 0  0      0 3916536    192  22360    0    0  3336  4916  709  655  1  4 93  2
 1  0      0 3915744    184  21932    0    0  4292  4900  735  750  0  5 91  4
 0  0      0 3916520    204  22376    0    0  3432  6504  717  681  0  3 96  1
 0  1      0 3916580    180  22184    0    0  1088  1652  324  271  0  3 91  6
 0  0      0 3916404    200  22024    0    0  2244  3240  449  446  0  4 73 22
 0  1      0 3917108    172  20524    0    0  4272  4928  738  752  1  4 93  1
 0  0      0 3916472    204  22304    0    0  3432  6496  690  650  1  5 92  1
 0  0      0 3916704    212  22268    0    0  4444  4932  746  683  1  7 91  2
 0  0      0 3916596    180  22292    0    0  4420  6492  768  791  1  6 91  3
 0  0      0 3916604    200  22316    0    0  3320  4896  711  661  0  5 94  1
 0  0      0 3916628    204  22368    0    0  3340  4936  665  634  0  5 93  2
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  1      0 3916720    172  22284    0    0  4384  4888  812  782  0  7 91  2
 0  0      0 3916736    188  22232    0    0  3324  6528  668  658  1  2 94  2
 1  0      0 3917216    172  20580    0    0  4296  4896  746  767  0  6 92  2
 0  0      0 3916720    192  22300    0    0  3448  6512  732  679  0  6 92  2
 0  0      0 3916752    196  22220    0    0  3340  4924  709  655  1  4 92  3
 0  0      0 3916720    200  22220    0    0  3336  4888  660  627  1  4 93  2
 0  0      0 3916580    188  22232    0    0  4696  6508  852  840  0  8 89  3
 0  0      0 3916728    204  22348    0    0  3336  4920  649  614  1  5 92  3
