procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 3  0      0 3140296   3056 110196    0    0   565  3234  123  123  1  3 94  2
 0  1      0 3115972   3076 122380    0    0   540 20040  794  862  1  9 88  2
 1  0      0 3109732   3076 132504    0    0  3464 12000 1364 2200  1  7 81 11
 3  2      0 3091156   3084 146368    0    0  2560 20000 1202 1724  2  7 88  3
 0  1      0 3090040   3088 147456    0    0  2952 16000 1259 1915  1  7 83  8
 1  1      0 3090660   3104 146808    0    0  2508 16084 1147 1705  2  7 85  7
 0  0      0 3088900   3116 152360    0    0  3860 12172 1415 2325  1  8 77 13
 0  0      0 3085428   3120 156036    0    0   568 20000  722  766  2  7 90  0
 0  0      0 3082460   3124 158760    0    0  2368 16000 1141 1629  1  7 83  8
 1  0      0 3066976   3132 169828    0    0  2180 20000 1354 1552  1  8 85  6
 0  0      0 3054528   3144 185732    0    0  1844 20032 1130 1477  2  8 89  1
 0  0      0 3051932   3156 188108    0    0  2428 25088 1125 1617  1  9 81  8
 0  0      0 3049204   3160 190860    0    0  2580 20000 1210 1764  2  6 88  5
 1  0      0 3046244   3164 193744    0    0  2460 16000 1126 1675  2  8 82  8
 0  0      0 3044128   3168 195972    0    0  3700 20000 1523 2319  2  6 90  2
 0  0      0 3041888   3180 198180    0    0  3760 20032 1539 2369  2  7 90  1
 1  0      0 3030496   3196 205340    0    0  1136 32608  878 1052  2  7 90  0
 0  0      0 3030356   3200 208896    0    0   568 20000  758  828  2  8 90  0
 0  0      0 3019608   3204 219920    0    0  2332 20000 1929 2089  1 11 84  3
 1  1      0 3016980   3216 218276    0    0  4344 20000 1649 2597  2  7 87  4
 0  0      0 3015956   3224 223416    0    0  3656  8032 1365 2231  1  8 80 12
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 3013972   3236 225952    0    0  2568 28704 1224 1791  2  7 89  3
 0  0      0 3011244   3240 228644    0    0  2444 16000 1102 1678  1  7 83  9
 0  0      0 3009384   3244 230136    0    0  4000 12000 1455 2386  1  6 83 10
