procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 4  0      0 3304512   3008  80336    0    0   556  3119  116  112  0  3 94  2
 0  0      0 3274184   3032 101392    0    0  3548 20040 1572 2395  2  6 90  2
 1  0      0 3252748   3040 118380    0    0  3316 16000 1356 2092  1  9 80  9
 0  1      0 3247664   3048 123364    0    0  4888  8000 1634 2802  0  8 77 14
 0  1      0 3243572   3056 127240    0    0  2388 16000 1144 1640  1  8 85  6
 1  0      0 3239240   3068 131360    0    0  4788  8084 1603 2757  1  5 78 15
 0  0      0 3227212   3088 146552    0    0  5136 28572 1869 3049  1 10 82  7
 0  0      0 3221360   3096 152560    0    0  3100 16000 1346 2024  1  8 88  3
 0  0      0 3215532   3104 158604    0    0  4064 20000 1618 2520  1  6 88  5
 0  0      0 3208976   3112 164672    0    0  2960 16000 1267 1933  1  7 83  9
 1  0      0 3199552   3132 169752    0    0  5244 20032 1878 3056  1  7 87  5
 1  0      0 3199892   3152 173948    0    0  7760 38944 2538 4374  2  9 84  5
 1  0      0 3189244   3160 180152    0    0  4512 16000 1624 2645  1  6 84  9
 1  0      0 3185880   3168 183232    0    0  2148 16000 1074 1511  1  7 86  6
 1  0      0 3181664   3172 191036    0    0  5340  8000 1817 3061  1  8 81 11
 0  1      0 3174100   3192 194504    0    0  2616 24032 1269 1802  1  8 88  3
 1  1      0 3168008   3208 204484    0    0  9132 31272 3416 5159  1 10 82  7
 1  0      0 3153408   3220 218988    0    0  2632 16000 1337 2019  1  8 83  7
 0  0      0 3151168   3224 220936    0    0  3632  8000 1321 2166  1  7 79 12
 0  0      0 3145240   3232 226404    0    0  4540 16000 1640 2673  1  9 81  8
 0  0      0 3142744   3244 229112    0    0  2184 12032 1048 1548  2  5 85  8
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 3135900   3260 236016    0    0  3500 29568 2173 2644  1 11 76 12
 1  0      0 3118548   3268 249796    0    0  2268 12000 1054 1526  2  7 84  7
 0  0      0 3114480   3276 256328    0    0  2268 16000 1061 1540  1 10 81  8
 1  0      0 3110860   3280 258688    0    0  2704 12000 1189 1809  1  7 84  8
 0  1      0 3106660   3296 260180    0    0  5512 12032 1830 3124  1  9 75 15
 0  2      0 3104444   3296 262756    0    0  1944  5556  854 1288  1  4 72 24
 1  0      0 3093964   3312 276712    0    0  4000 28304 1537 2434  0  7 79 13
