procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 4  0      0 3935596   2372  10176    0    0   598  1634   76   76  0  2 96  2
 1  1      0 3934384    136   4976    0    0  2904  3428  677  650  1  4 91  4
 0  0      0 3934392    132   4904    0    0  1060   808  199  211  0  1 78 20
 0  0      0 3934392    140   4988    0    0  3308  2492  594  563  1  4 94  2
 1  0      0 3935516    136   3940    0    0  4036  2508  650  661  1  3 94  2
 0  0      0 3934384    172   4864    0    0  3668  3284  634  627  1  3 94  2
 0  0      0 3934260    160   4916    0    0  4384  3312  695  717  0  4 95  1
 0  0      0 3934152    180   4896    0    0  3288  2508  598  571  1  3 95  2
 0  0      0 3934268    156   4920    0    0  4388  3288  686  718  0  3 94  3
 1  0      0 3925696    148  13200    0    0  5120  3332 1331  894  0  8 86  5
 0  0      0 3925712    164  13116    0    0  5812  4948  845  915  2  7 88  3
 0  0      0 3925836    164  13112    0    0  4392  3316  690  711  0  4 93  3
 1  0      0 3917412    184  21636    0    0  3572  2500 1122  720  0  6 91  3
 0  2      0 3917652    160  21368    0    0  4140  3260  663  671  1  4 91  4
 0  0      0 3917512    184  21232    0    0  3308  2512  599  573  1  4 88  7
 0  1      0 3917396    192  21524    0    0  3612  2508  612  603  0  4 93  3
 0  0      0 3917528    168  21368    0    0  4128  3284  671  674  0  6 90  4
 0  0      0 3917652    188  21288    0    0  3304  2508  814  580  0  5 91  3
 0  0      0 3917512    168  21348    0    0  5480  4124  782  863  0  5 90  5
 0  0      0 3917536    172  21292    0    0  4388  3308  679  703  1  4 92  2
 1  1      0 3909352    184  29408    0    0  3296  2484 1072  607  0  6 90  3
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 3909460    184  29528    0    0  3312  2508  592  578  0  4 93  3
 0  0      0 3909344    168  29480    0    0  5456  4124  830  874  1  4 87  7
 0  0      0 3909228    172  29492    0    0  4360  3308  697  712  0  5 91  4
 0  2      0 3909352    160  29460    0    0  4412  3284  681  703  0  3 92  5
 0  0      0 3909344    188  29448    0    0  3304  2516  603  578  1  4 91  4
 1  0      0 3909344    160  28872    0    0  4280  2492  663  680  1  3 92  4
 0  0      0 3909352    188  29512    0    0  3440  3312  620  601  1  3 94  2
