procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  1      0 3030504  30672 875500    0    0   342    13    8   11  0  0 100  0
 0  0      0 3030224  30704 875568    0    0    12 11720  121   76  0  0 74 26
 0  0      0 3944200    136   5148    0    0  5868  1080  752  808  1  3 94  2
 0  0      0 3943836    128   5180    0    0  4420  1092  695  739  1  2 96  2
 0  0      0 3944232    140   5052    0    0  3296  1052  615  575  0  2 96  2
 0  0      0 3944240    144   5200    0    0  4404  1100  733  756  0  2 96  2
 0  0      0 3944224    148   5216    0    0  4436  1100  710  735  1  3 93  3
 0  0      0 3944224    140   5300    0    0  4416   932  693  736  0  3 95  1
 1  0      0 3944100    148   5328    0    0  3300  1108  597  574  0  3 95  2
 0  0      0 3944224    144   5136    0    0  5496  1144  790  891  0  1 96  2
 1  0      0 3944116    152   5344    0    0  3304  1116  605  579  0  2 95  3
 0  0      0 3944116    152   5160    0    0  4404  1160  692  729  1  2 95  2
 0  0      0 3943992    144   5236    0    0  4404   920  683  724  0  3 95  1
 0  1      0 3943992    144   5352    0    0  4408  1112  688  727  0  3 94  2
 0  0      0 3944116    144   5096    0    0  4408  1124  695  734  1  2 95  2
 1  1      0 3944496    132   4784    0    0  4128  1104  652  666  0  3 95  1
 0  0      0 3943992    152   5272    0    0  3596  1156  647  640  1  2 94  3
 0  0      0 3944000    148   5084    0    0  4412   908  685  726  0  2 94  3
 0  0      0 3944000    144   5240    0    0  4424  1128  700  734  0  2 97  1
 0  0      0 3944000    152   5112    0    0  4428  1384  696  741  0  2 96  2
 0  0      0 3944000    152   5340    0    0  4436  1172  699  740  1  2 95  2
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 3944000    152   5156    0    0  4424  1116  695  730  1  2 96  2
 0  0      0 3943876    144   5376    0    0  4436   924  682  722  0  3 95  2
 0  0      0 3943876    144   5240    0    0  4436  1120  697  728  1  3 93  3
 0  0      0 3943752    152   5300    0    0  3332  1152  609  581  1  2 95  2
 0  0      0 3943876    144   5260    0    0  4432   860  689  720  0  3 95  2
 0  0      0 3943752    144   5164    0    0  4448  1128  695  736  1  2 94  2
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  1      0 3925112  17732   6284    0    0   377    29   15   18  0  0 100  0
 0  0      0 3943808    120   5432    0    0  3604  2032  666  670  1  2 94  4
 0  0      0 3943552    116   5280    0    0  5496  1896  793  890  0  3 95  2
 0  0      0 3943700    124   5436    0    0  4368  2332  764  735  1  4 92  4
 0  0      0 3944056    132   5356    0    0  5492  1952  869  902  1  3 92  3
 0  0      0 3943808    128   5400    0    0  5592  2896  901  956  1  3 92  3
 0  0      0 3944172    120   5436    0    0  5512  1944  875  919  1  4 92  3
 0  1      0 3943800    120   5324    0    0  5536  2396  870  913  1  4 92  2
 0  0      0 3944048    124   5360    0    0  4452  1960  779  765  1  3 93  2
 0  0      0 3943800    132   5460    0    0  4476  2432  772  772  1  4 92  3
 1  0      0 3944056    116   5360    0    0  6664  2400  974 1068  1  4 92  3
 1  0      0 3944692    116   4808    0    0  5264  2436  836  875  0  3 93  3
 0  1      0 3943668    120   5364    0    0  5824  2420  926  993  1  5 92  2
 0  0      0 3943792    124   5384    0    0  4452  1972  770  765  1  3 93  4
 1  1      0 3945056    144   4484    0    0  5212  2384  798  818  0  4 93  3
 0  0      0 3943808    120   5428    0    0  5048  1984  830  862  0  4 92  3
 0  0      0 3943808    128   5532    0    0  5564  2868  885  936  1  5 92  3
 0  0      0 3943792    128   5512    0    0  5536  2408  872  939  0  4 94  2
 0  0      0 3943436    116   5440    0    0  5580  2020  854  914  1  3 92  4
 0  0      0 3943552    120   5544    0    0  4496  1916  732  740  1  3 92  3
 0  0      0 3943552    120   5484    0    0  4532  1936  695  757  0  2 96  3
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 3943420    120   5608    0    0  4516  1916  689  747  0  1 97  2
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 3926176  17004   6520    0    0   412    47   21   24  0  0 99  0
