date,mode,size,count,ss_span,fs,before_img_size,after_img_size,diff_img_size,mean_write_bw
2024-12-29_01-23-38,seq,500k,100,200,ext3,176196,176700,504,518171299.840000
2024-12-29_01-23-38,seq,1000k,100,200,ext3,176196,177200,1004,1032847360.000000
2024-12-29_01-23-38,seq,2000k,100,200,ext3,176196,178200,2004,1041585479.680000
2024-12-29_01-23-38,seq,4000k,100,200,ext3,176196,180200,4004,1384755476.480000
2024-12-29_01-23-38,seq,8000k,100,200,ext3,176196,184208,8012,1810795407.360000
2024-12-29_01-23-38,seq,16000k,100,200,ext3,176196,192216,16020,1950524549.120000
2024-12-29_01-23-38,seq,32000k,100,200,ext3,176196,208232,32036,2308447528.960000
2024-12-29_01-23-38,seq,64000k,100,200,ext3,176196,240264,64068,2090632130.560000
