date,mode,size,count,ss_span,fs,before_img_size,after_img_size,diff_img_size,mean_write_bw
2024-07-23_16-28-40,seq,60k,100,1,yuiha,353768,360564,6796,31771852.800000
2024-07-23_16-28-40,seq,60k,100,2,yuiha,360564,363964,3400,46189772.800000
2024-07-23_16-28-40,seq,60k,100,5,yuiha,363964,365324,1360,55526430.720000
2024-07-23_16-28-40,seq,60k,100,10,yuiha,365324,366004,680,58772684.800000
2024-07-23_16-28-40,seq,250k,100,1,yuiha,366004,366004,0,0
2024-07-23_16-28-40,seq,250k,100,2,yuiha,366004,366004,0,0
2024-07-23_16-28-40,seq,250k,100,5,yuiha,366004,366004,0,0
2024-07-23_16-28-40,seq,250k,100,10,yuiha,366004,366004,0,0
2024-07-23_16-28-40,seq,1000k,100,1,yuiha,366004,366004,0,0
2024-07-23_16-28-40,seq,1000k,100,2,yuiha,366004,366004,0,0
2024-07-23_16-28-40,seq,1000k,100,5,yuiha,366004,366004,0,0
2024-07-23_16-28-40,seq,1000k,100,10,yuiha,366004,366004,0,0
2024-07-23_16-28-40,seq,4000k,100,1,yuiha,366004,366004,0,0
2024-07-23_16-28-40,seq,4000k,100,2,yuiha,366004,366004,0,0
2024-07-23_16-28-40,seq,4000k,100,5,yuiha,366004,366004,0,0
2024-07-23_16-28-40,seq,4000k,100,10,yuiha,366004,366004,0,0
