procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  1      0 6350916   3392  53212    0    0   960  6329  613  287  1  3 93  3
 1  0      0 6350404    356  48000    0    0  5320  2300 1449 1074  0  1 97  1
 1  0      0 6350320    364  48532    0    0  2972  1316  851  801  0  0 98  1
 1  0      0 6349856    360  49008    0    0  3904  1780  937  901  0  1 98  1
 1  0      0 6349672    384  49148    0    0  2688  1352  815  766  0  1 98  1
 1  0      0 6349416    364  49592    0    0  3544  1804  908  915  0  0 98  1
 1  0      0 6348936    368  50116    0    0  3528  1820  953  924  0  1 97  2
 1  0      0 6348052    364  50596    0    0  3496  1800  933  996  0  1 97  2
 0  0      0 6347928    364  50968    0    0  3508  1804  935  942  0  0 98  2
 1  0      0 6347440    360  51432    0    0  3528  1812  936  897  0  0 98  2
 1  0      0 6347224    356  51568    0    0  2692  1372  742  748  0  1 98  2
 1  0      0 6346744    364  52156    0    0  4396  2240 1114 1222  0  1 97  2
 1  0      0 6346604    372  52576    0    0  3584  1804  940 1012  0  1 98  1
 1  0      0 6346232    368  53108    0    0  3524  1832  927  986  0  2 97  1
 1  0      0 6335680    368  61676    0    0  3540  1812 9694 1640  0  2 92  5
 1  0      0 6327908    360  70332    0    0  2688  1324 8199 1061  0  2 95  3
 1  0      0 6328032    356  70468    0    0  3488  1800  897  903  0  0 98  2
 1  0      0 6327848    360  70560    0    0  2676  1360  808  726  0  0 99  1
 2  1      0 6312468    360  78716    0    0  2648  1356 3973  747  0  2 96  2
 1  0      0 6319400    364  78980    0    0  2668  1380 5429  863  0  0 96  3
 1  0      0 6319372    376  79324    0    0  3556  1792  918  927  0  0 98  1
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 6318836    372  79396    0    0  3528  1800  938  908  0  1 98  1
 1  0      0 6318596    360  79612    0    0  2680  1352  759  694  0  0 98  1
 1  0      0 6318380    356  79684    0    0  3512  1812  933  946  0  1 98  1
 1  0      0 6318240    364  80052    0    0  5372  1804 1349  984  0  2 98  0
 1  0      0 6318340    368  80160    0    0  2832  1352 1078  824  0  0 98  2
 0  0      0 6318124    348  80244    0    0  3476  1800  945  973  1  2 97  0
 0  0      0 6318684    360  80208    0    0  4500  1376 1109  769  0  1 98  1
