procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 4  0      0 6394180  27832 984764    0    0  1675  6052  564  314  1  3 93  3
 0  0      0 6362124  27868 1007524    0    0   596 12040 1239 1029  0  5 93  1
 0  0      0 6341320  27892 1027328    0    0   708 12000 4800  964  1  5 91  2
 1  0      0 6336972  27916 1032316    0    0   720 12000 1220 1054  1  5 94  1
 0  0      0 6318124  27944 1050344    0    0   720 12080 1228 1003  0  6 93  1
 0  0      0 6306172  27968 1062000    0    0   724 12000 1197  976  1  5 93  1
 0  0      0 6295228  28004 1072736    0    0  2608 12152 1674 1933  0  5 93  2
 0  0      0 6283036  28032 1084240    0    0   724 12000 1203  977  1  5 93  1
 0  0      0 6270936  28056 1095828    0    0   736 12000 1182  977  0  6 92  2
 0  0      0 6258884  28084 1107336    0    0   728 12036 1199  975  1  5 94  1
 1  0      0 6245492  28112 1119212    0    0   836 14000 1276 1026  0  5 93  1
 0  0      0 6232928  28144 1132052    0    0   728 12164 1213 1000  1  5 93  1
 0  1      0 6225024  28172 1140808    0    0   736 12000 4994 1048  1  7 91  1
 1  0      0 6200020  28196 1163144    0    0   720 12000 1200  953  0  5 93  2
 1  0      0 6188580  28220 1174328    0    0   724 12036 1247 1005  0  5 92  2
 0  0      0 6177248  28248 1186540    0    0   732 12000 1228 1012  0  6 92  2
 1  0      0 6177604  28280 1186168    0    0  1760 12164 1514 1536  1  5 92  2
