procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 4  0      0 6336976   3536  52760    0    0   933  5960  593  277  1  3 93  3
 0  1      0 6336444    368  48588    0    0  4304  3464 1361 1100  0  1 97  2
 0  0      0 6336044    368  49148    0    0  3760  3360 1039  971  0  1 97  2
 1  0      0 6335176    368  49660    0    0  3536  3404  982  958  0  1 97  2
 1  0      0 6335316    372  50196    0    0  2684  2576  843  783  0  1 97  2
 1  0      0 6334272    376  50728    0    0  4416  4216 1168 1263  0  1 96  2
 1  0      0 6333528    392  51536    0    0  3560  3404 1016 1045  0  1 97  2
 1  0      0 6332660    376  51988    0    0  3516  3404 1011  962  0  1 97  2
 1  0      0 6322528    400  60956    0    0  3580  3400 9696 1236  0  3 93  3
 1  0      0 6323860    392  61372    0    0  3508  3392  975 1009  0  1 96  3
 1  0      0 6323004    388  61604    0    0  3536  3404  990 1004  0  1 97  2
 1  0      0 6314120    384  69912    0    0  3540  3432 8881 1454  0  4 92  4
 1  0      0 6314688    396  70256    0    0  3528  3372  982 1007  0  1 97  2
 0  1      0 6315824    380  69312    0    0  6040  3420 1458 1186  0  1 96  2
 0  0      0 6305212    400  78400    0    0  5396  4224 9782 1797  0  2 91  6
 1  0      0 6297092    400  86712    0    0  4496  2556 8013 1549  0  2 93  5
 1  0      0 6297892    388  86812    0    0  6212  4248 1608 1240  0  1 96  2
 0  0      0 6297748    404  86840    0    0  6356  4248 1580 1259  0  2 96  2
 0  0      0 6297632    408  86848    0    0  5352  3404 1365 1050  0  1 96  3
 1  0      0 6297864    412  86924    0    0  5368  3400 1358 1029  0  1 96  2
 1  0      0 6297324    400  87664    0    0  5036  2572 1616  985  0  1 97  2
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 6297240    412  87240    0    0  5540  4224 1506 1162  1  1 96  2
 1  0      0 6296956    400  87136    0    0  5220  3404 1632 1154  0  2 96  2
 1  0      0 6297216    396  87680    0    0  5360  3428 1622 1161  0  1 97  2
 1  0      0 6296968    400  87416    0    0  6040  4212 1614 1217  0  1 96  2
