procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 3699500  17820  32936    0    0   554  8647  138  156  1  2 94  3
 0  0      0 3686048  18036  45064    0    0   920   636  584 1290  3  4 93  1
 0  0      0 3686040  18036  44972    0    0     0   628  505 1267  2  6 92  0
 0  0      0 3686264  18036  44976    0    0     0   628  515 1303  1  6 93  0
 0  0      0 3686080  18036  44984    0    0     0   664  490 1236  1  5 93  0
 0  0      0 3685948  18044  45008    0    0     0   676  487 1141  2  5 89  5
 0  0      0 3697828  18044  33736    0    0     0   676  486 1221  3  4 93  0
 1  0      0 3687908  18044  42640    0    0     0   564  492 1215  1  5 94  0
 0  0      0 3686280  18044  45000    0    0     0   688  497 1258  1  7 92  0
 0  0      0 3685916  18044  45020    0    0     0   676  510 1290  3  3 93  0
 0  0      0 3686196  18052  44996    0    0     0   596  445 1082  1  6 89  5
 0  0      0 3686040  18052  45004    0    0     0   680  504 1271  1  5 94  0
 1  0      0 3697572  18052  33816    0    0     0   564  481 1211  2  5 93  0
 0  0      0 3686056  18052  45060    0    0     0   680  511 1272  2  5 94  0
 0  0      0 3686156  18052  45020    0    0     0   676  516 1295  3  5 92  0
 0  0      0 3686064  18060  45104    0    0     0   608  486 1193  3  4 88  5
 2  0      0 3686080  18060  45032    0    0     0   676  499 1254  2  6 92  0
 1  0      0 3697548  18060  33856    0    0     0   560  504 1260  2  6 92  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 3698288  18080  33636    0    0   551  8564  137  157  1  2 94  3
 0  0      0 3686064  18080  45172    0    0    28  1796  513 1236  1  7 92  0
 0  0      0 3686104  18080  45208    0    0    20  1788  529 1301  2  7 92  0
 0  0      0 3685932  18080  45188    0    0    24  1788  506 1258  2  6 92  0
 1  1      0 3685972  18088  45192    0    0    24  1928  562 1315  1  7 88  4
 1  0      0 3697372  18088  34032    0    0    24  1536  496 1217  2  5 92  0
 1  0      0 3685724  18088  45244    0    0    20  1836  516 1254  1  6 92  0
 0  0      0 3685932  18088  45236    0    0    24  1848  516 1258  1  7 92  0
 0  0      0 3685732  18088  45252    0    0    24  1840  540 1325  2  7 92  0
 0  1      0 3685800  18096  45204    0    0    20  1560  484 1162  1  5 89  4
 1  0      0 3697248  18128  34060    0    0    24  1536  504 1229  2  6 92  0
 0  0      0 3685592  18176  45264    0    0    20  1848  516 1250  1  6 92  0
 0  0      0 3685676  18224  45372    0    0    24  1836  527 1302  2  7 91  0
 0  0      0 3685724  18272  45272    0    0    24  1836  512 1275  2  6 91  0
 1  1      0 3690024  18320  41048    0    0    20  1560  496 1193  2  6 88  4
 1  0      0 3697124  18372  34224    0    0    24  1548  487 1211  1  6 92  1
 0  0      0 3685460  18412  45332    0    0    24  1836  528 1281  2  6 92  0
 0  0      0 3685312  18460  45436    0    0    20  1836  510 1267  2  7 91  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 3698388  18116  33700    0    0   548  8487  137  159  1  2 94  3
 0  0      0 3685220  18116  46008    0    0     8  6380  538 1295  2  6 92  0
 0  0      0 3684764  18116  45960    0    0     0  5320  495 1180  3  7 90  0
 1  0      0 3692172  18136  38916    0    0     0  6384  548 1311  2  7 90  0
 0  1      0 3684732  18188  46052    0    0     0  4364  459 1086  1  7 91  1
 0  0      0 3684848  18268  46128    0    0     0  6432  577 1360  2  7 87  4
 0  0      0 3684632  18328  46188    0    0     0  5360  498 1205  2  7 91  0
 1  0      0 3695668  18388  35124    0    0     0  5360  531 1291  2  7 91  0
 0  0      0 3684360  18460  46280    0    0     0  6448  513 1254  2  7 90  0
 0  1      0 3683640  18512  46320    0    0     0  4316  454 1077  2  6 92  0
 1  0      0 3695428  18588  35172    0    0     0  6448  511 1237  1  7 87  4
 0  0      0 3684128  18648  46448    0    0     0  5384  538 1294  2  8 90  0
 0  0      0 3683788  18708  46452    0    0     0  5384  496 1184  1  7 92  0
 1  0      0 3687080  18780  43476    0    0     0  6452  540 1310  2  8 90  0
 0  1      0 3683640  18832  46508    0    0     0  4332  455 1086  2  6 89  3
 0  0      0 3683492  18908  46572    0    0     0  6460  561 1355  2  7 90  1
 0  0      0 3683632  18968  46604    0    0     0  5388  476 1179  2  8 90  0
 0  0      0 3683416  19032  46644    0    0     0  5384  503 1207  3  6 91  0
 1  0      0 3692196  19104  38180    0    0     0  6456  522 1260  1  9 90  0
 0  1      0 3682408  19156  46752    0    0     0  4332  465 1099  3  6 89  3
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 3698248  18196  33668    0    0   544  8413  137  160  1  2 94  3
 1  0      0 3691296  18228  39836    0    0     8 20672  491 1135  2 10 88  0
 1  0      0 3687204  18324  43712    0    0     0 16552  517 1162  3 10 88  0
