procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 3669068  22164  59196    0    0   489  8993  131  144  1  2 94  3
 0  0      0 3719800    148  30552    0    0 13148  2464 1979 2504  3  5 89  3
 1  1      0 3720188    132  30096    0    0  8628  1356 1010 1861  0  3 94  3
 0  0      0 3719916    140  30660    0    0  7968  1400 1032 1841  0  2 94  3
 0  0      0 3720164    136  30588    0    0  7508  1500  948 1725  2  2 94  3
 0  0      0 3720040    156  30540    0    0  5964  1428  818 1522  1  3 95  2
 0  0      0 3720164    144  30568    0    0  7404  1192  909 1660  1  3 92  3
 0  0      0 3719916    144  30680    0    0  7388  1480  936 1721  1  1 95  3
 0  1      0 3720048    136  30060    0    0  7084  1480  872 1619  1  2 94  3
 0  0      0 3719916    156  30616    0    0  6324  1432  878 1631  1  1 95  3
 0  0      0 3719792    144  30608    0    0  7412  1172  923 1692  1  1 95  2
 0  0      0 3719916    144  30688    0    0  7436  1472  938 1722  1  1 94  4
 0  0      0 3719916    144  30616    0    0  7428  1492  929 1699  1  2 94  3
 0  0      0 3719792    144  30696    0    0  7436  1448  941 1721  1  2 93  4
 0  0      0 3719792    140  30692    0    0  7428  1476  923 1685  1  1 95  3
 0  0      0 3719792    144  30708    0    0  7456  1448  935 1715  1  1 94  3
 0  1      0 3719792    144  30616    0    0  7448  1496  928 1684  1  2 94  3
 0  0      0 3719668    144  30624    0    0  7456  1460  948 1723  0  2 94  4
 0  0      0 3719668    144  30700    0    0  7448  1448  922 1684  0  2 95  3
 0  0      0 3719792    144  30640    0    0  7508  1448  944 1725  1  1 94  4
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 3699788  17848  32896    0    0   506  8902  132  147  1  2 94  3
 0  0      0 3719644    144  30748    0    0 10168  2992 1636 1899  1  2 93  3
 0  1      0 3719768    144  30708    0    0  7816  1936  999 1643  1  3 95  2
 1  0      0 3719668    156  30868    0    0  7508  2396  964 1687  1  2 94  3
 0  0      0 3719668    144  30920    0    0  7336  2480  914 1649  1  3 94  2
 0  0      0 3719668    156  30892    0    0  7356  2904  932 1702  2  2 94  2
 0  0      0 3719668    144  30944    0    0  7380  1972  904 1638  1  2 95  3
 0  1      0 3721528    136  29020    0    0  5912  2440  831 1533  1  3 94  2
 0  0      0 3719544    156  30976    0    0  7352  2456  904 1625  1  2 94  3
 0  0      0 3719668    156  30896    0    0  7416  2476  934 1714  1  2 94  3
 0  0      0 3719420    156  30992    0    0  7384  2432  912 1657  1  2 94  4
 0  0      0 3719544    156  30912    0    0  7404  2484  942 1711  1  2 94  4
 0  0      0 3719420    156  30900    0    0  7388  2436  907 1649  1  2 94  4
 0  0      0 3719420    144  30836    0    0  7400  2020  933 1687  2  2 93  2
 0  1      0 3721048    136  29480    0    0  6352  2448  833 1510  0  3 95  2
 0  1      0 3721040    136  29424    0    0  7424  2444  935 1681  0  3 94  3
 0  1      0 3720924    136  29524    0    0  7416  2436  912 1640  1  2 95  2
 0  0      0 3719296    160  30968    0    0  6984  2516  913 1635  1  3 94  3
 0  0      0 3719420    160  30944    0    0  7424  2444  923 1669  1  1 94  4
 0  1      0 3719420    144  30944    0    0  8972  2448 1058 1907  0  2 94  3
 1  0      0 3719800    136  30460    0    0  7320  2416  910 1620  1  1 95  3
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 3699780  17796  32796    0    0   522  8810  134  150  1  2 94  3
 2  1      0 3719164    180  31252    0    0 10196  4468 1640 1871  1  3 92  3
 0  0      0 3719164    172  31292    0    0  7412  4380  914 1661  2  3 90  5
 0  0      0 3719288    164  31312    0    0  7408  4400  935 1696  1  2 94  3
 1  1      0 3719420    168  30424    0    0  7328  4416  917 1667  1  2 94  3
 1  0      0 3719040    180  31308    0    0  5920  4452  841 1574  1  1 95  4
 0  1      0 3719172    180  31368    0    0  7352  4428  916 1687  1  2 94  3
 0  0      0 3719164    180  31344    0    0  7320  4448  942 1726  1  0 95  4
 1  0      0 3719164    180  31412    0    0  7372  3572  914 1675  1  1 94  3
 0  0      0 3719164    168  31332    0    0  7340  4464  932 1719  2  1 94  3
 0  0      0 3719040    168  31452    0    0  7328  4456  924 1689  0  1 95  4
 0  0      0 3719040    168  31416    0    0  7360  4424  930 1721  2  0 94  4
 0  0      0 3718916    168  31444    0    0  7348  4440  928 1700  1  1 95  4
 0  0      0 3718916    168  31532    0    0  7384  4512  968 1765  0  3 94  3
 2  1      0 3718792    172  31480    0    0  5916  3572  812 1481  1  1 95  3
 0  0      0 3718792    168  31412    0    0  7368  4428  949 1734  1  1 95  3
 0  0      0 3718792    168  31512    0    0  7364  4456  919 1689  1  1 94  4
 0  0      0 3718760    180  31512    0    0  5896  4500  844 1558  1  1 95  3
 0  0      0 3718760    180  31572    0    0  7416  4448  924 1675  0  2 94  3
 1  0      0 3718760    180  31548    0    0  7372  4440  947 1742  1  1 94  4
 0  0      0 3718760    168  31632    0    0  7352  3604  928 1660  1  2 94  3
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 3699500  17792  32868    0    0   539  8728  136  153  1  2 94  3
 0  0      0 3718264    188  32068    0    0  8632  8484 1512 1695  2  3 93  3
 0  0      0 3718156    180  31960    0    0  7380  6732  957 1743  1  3 94  3
 0  0      0 3718164    188  32008    0    0  5936  8360  815 1477  1  3 93  2
 0  0      0 3718156    332  32072    0    0  6072  6700  865 1505  1  3 93  3
 0  0      0 3718032    192  32132    0    0  5996  6756  805 1460  1  3 93  3
 0  0      0 3718032    188  32204    0    0  5960  6728  848 1539  2  2 94  2
 0  0      0 3717784    168  32180    0    0  7456  6792  969 1730  2  3 92  4
 0  0      0 3717784    184  32036    0    0  5984  8416  858 1552  1  3 93  3
 0  1      0 3717784    184  32240    0    0  7468  8440  958 1728  2  3 92  3
 1  0      0 3717668    156  32224    0    0  7440  6808  962 1731  1  2 94  3
 0  0      0 3717536    180  32200    0    0  6024  8428  860 1551  0  4 93  3
 0  0      0 3717536    164  32276    0    0  7472  6752  952 1716  1  3 94  3
 0  0      0 3717660    164  32288    0    0  5980  6736  825 1483  1  3 94  2
 0  0      0 3717660    164  32408    0    0  5996  6840  853 1535  1  3 94  2
 0  0      0 3717544    180  32352    0    0  6016  8408  833 1497  2  3 93  2
 0  0      0 3717552    164  32372    0    0  7500  6768  961 1730  2  3 94  2
 2  0      0 3717544    180  32392    0    0  6056  7004  831 1512  1  3 94  2
 0  1      0 3717420    164  32412    0    0  7504  8200  964 1724  1  3 93  3
 0  0      0 3717412    172  32572    0    0  6380  6812  897 1509  0  4 94  2
 0  0      0 3717412    180  32608    0    0  6020  8424  854 1538  1  3 94  2
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 3717536    220  32568    0    0  6048  6784  845 1500  2  2 93  3
 0  0      0 3717412    164  32576    0    0  7472  6784  964 1722  1  4 94  2
