date,mode,size,count,ss_span,fs,before_img_size,after_img_size,diff_img_size,mean_write_bw
2024-07-26_15-30-39,append,200KB,100,1,nilfs2,16380,40956,24576,
2024-07-26_15-30-39,append,400KB,100,1,nilfs2,16380,57340,40960,
2024-07-26_15-30-39,append,800KB,100,1,nilfs2,16380,98300,81920,
2024-07-26_15-30-39,append,1600KB,100,1,nilfs2,16380,180220,163840,
2024-07-26_15-30-39,seq,60k,100,1,nilfs2,16380,24572,8192,62914560.000000
2024-07-26_15-30-39,seq,250k,100,1,nilfs2,16380,40956,24576,131945809.920000
2024-07-26_15-30-39,seq,1000k,100,1,nilfs2,16380,122876,106496,512180551.680000
2024-07-26_15-30-39,seq,4000k,100,1,nilfs2,16380,434172,417792,1242041221.120000
