date,mode,size,count,ss_span,fs,before_img_size,after_img_size,diff_img_size,mean_write_bw
2024-12-29_02-49-52,seq,8000k,50,1,ext3,176196,184208,8012,2031755079.680000
2024-12-29_02-49-52,seq,16000k,50,1,ext3,176196,192216,16020,2069004165.120000
2024-12-29_02-49-52,seq,32000k,50,1,ext3,176196,208232,32036,2304191877.120000
2024-12-29_02-49-52,seq,64000k,50,1,ext3,176196,240264,64068,2101907763.200000
