procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 4  0      0 3920940   2980  14956    0    0   381  1359   85   62  0 11 88  1
 1  0      0 3900400   3000  26344    0    0     4   340  659  611  0  8 91  0
 1  0      0 3899928   3004  26404    0    0     0   360  557  489  0 10 90  0
 0  0      0 3900052   3008  26384    0    0     0   300  605  543  0 10 90  0
 0  0      0 3899936   3020  26580    0    0     0   300  572  484  1  9 90  0
 0  0      0 3899672   3032  26636    0    0     0   444  609  566  1  9 90  1
 1  0      0 3899820   3048  26704    0    0    64   772  586  525  0  8 92  0
 0  0      0 3899696   3056  26768    0    0     0   240  566  498  0 11 89  0
 0  0      0 3899704   3060  26828    0    0     0   180  569  471  0  8 92  0
 1  0      0 3899464   3064  26888    0    0     0   360  614  537  0  7 93  0
 0  0      0 3899440   3080  27000    0    0     0   332  614  559  1 10 89  0
 1  0      0 3899200   3092  27060    0    0    12   776  572  489  1  9 90  0
 0  0      0 3899192   3100  27276    0    0     0   300  586  543  0  9 91  0
 0  0      0 3899076   3104  27240    0    0     0   360  590  540  1  8 91  0
 1  0      0 3898968   3108  27300    0    0     0   360  553  490  0  8 92  0
 0  0      0 3899052   3124  27412    0    0     0   332  612  553  0  9 90  0
 0  0      0 3898936   3140  27476    0    0    16   824  610  560  0  8 91  0
 0  0      0 3898688   3148  27700    0    0     0   300  542  478  0  8 92  0
 1  0      0 3898564   3152  27648    0    0     0   360  577  488  1 10 89  0
