procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 3  0      0 3919140   3012  15384    0    0   377  1406   86   63  0 11 88  1
 0  0      0 3898912   3028  26716    0    0     4   340  666  627  0 10 90  0
 1  0      0 3898640   3028  26716    0    0     0   360  579  485  0  9 91  0
 0  0      0 3898748   3028  26716    0    0     0   300  630  527  1  7 92  0
 0  0      0 3898524   3028  26716    0    0     0   360  608  506  1  7 92  0
 0  0      0 3898524   3036  26716    0    0     0   456  606  522  1  8 91  1
 0  0      0 3898384   3048  26716    0    0     4   372  613  507  0  7 92  0
 0  0      0 3898524   3048  26716    0    0     0   360  606  517  0  9 91  0
 0  0      0 3898392   3048  26716    0    0     0   360  601  508  0  7 93  0
 1  0      0 3909924   3048  15536    0    0     0   420  638  534  0  4 95  0
 0  0      0 3898384   3056  26716    0    0     0   332  585  483  1  7 92  0
 0  0      0 3898516   3064  26716    0    0     0   372  617  520  1  9 90  0
 0  0      0 3898632   3064  26716    0    0     0   360  592  522  1  8 91  0
 0  0      0 3898500   3064  26716    0    0     0   360  598  514  0  7 93  0
 1  0      0 3909940   3064  15616    0    0     0   360  561  475  0  8 92  0
 0  0      0 3898516   3072  26720    0    0     0   332  599  511  1  7 91  0
 0  0      0 3898384   3080  26716    0    0     0   372  619  554  1  9 90  0
 0  0      0 3898408   3080  26636    0    0     0   360  629  525  0  8 92  0
