procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0      0 3682832   3492  40752    0    0   327  1707   94   69  0 12 87  1
 1  0      0 3660912   3508  53000    0    0     4  1040  415  287  0 25 75  0
 1  0      0 3661004   3508  53052    0    0     0  4000  554  445  1 13 87  0
 1  0      0 3661012   3508  53056    0    0     0  3000  514  395  1 17 82  0
 0  0      0 3661384   3516  53056    0    0     0  3072  563  457  1 14 85  0
 1  0      0 3660788   3516  53056    0    0     0  4024  491  397  1 15 84  0
 0  0      0 3661120   3528  53116    0    0     4  3020  535  449  1 13 86  0
 1  0      0 3660772   3528  53056    0    0     0  3992  485  388  1 14 85  0
 0  0      0 3652812   3528  61324    0    0     0  3000  603  471  0 16 84  0
 0  1      0 3652812   3536  61248    0    0     0  3032  481  379  1 15 73 11
 0  0      0 3653060   3536  61348    0    0     0  3000  519  451  1 15 80  4
 1  0      0 3652068   3544  60804    0    0     0  4012  522  389  0 13 86  0
 1  0      0 3652208   3544  61248    0    0     0  3000  496  394  1 16 84  0
 0  0      0 3652936   3544  61324    0    0     0  3000  526  443  0 14 85  0
 1  0      0 3652332   3552  61348    0    0     0  4032  506  393  1 15 84  0
 1  0      0 3652184   3552  61248    0    0     0  4000  529  437  0 13 87  0
 1  0      0 3652108   3560  61240    0    0     0  3016  497  407  1 16 83  0
 0  0      0 3652936   3560  61248    0    0     0  2996  533  439  0 14 85  0
 1  0      0 3643552   3560  69388    0    0     0  4000  521  406  0 15 84  0
 1  0      0 3635476   3568  77552    0    0     0  4032  551  461  1 14 85  0
 0  0      0 3627516   3568  85824    0    0     0  3000  545  461  1 15 84  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 3626912   3576  85816    0    0     0  4016  523  397  1 15 85  0
 0  0      0 3627648   3576  85908    0    0     0  2996  528  440  1 15 84  0
 1  0      0 3626564   3576  85824    0    0     0  4000  491  386  1 15 84  0
 1  0      0 3626648   3584  85824    0    0     0  4032  534  441  1 12 87  0
 0  0      0 3627392   3584  85824    0    0     0  3000  514  452  1 16 83  0
 1  0      0 3626796   3592  85896    0    0     0  4016  505  392  0 14 86  0
 0  0      0 3627392   3592  85820    0    0     0  2996  528  442  0 15 85  0
 1  0      0 3626764   3592  85824    0    0     0  4000  492  384  1 14 86  0
 0  0      0 3627556   3600  85824    0    0     0  3064  466  404  0 16 83  1
