procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 4  0      0 3710128   3404  35696    0    0   335  1683   93   69  0 12 87  1
 1  0      0 3687940   3420  47856    0    0     4  1040  431  289  0 25 74  0
 0  0      0 3688992   3428  47972    0    0     0  3072  538  466  0 13 85  1
 1  0      0 3687248   3432  48900    0    0     0  2000  421  300  1 20 79  0
 0  0      0 3687752   3432  48900    0    0     0  2000  500  401  0 17 83  0
 1  0      0 3686256   3436  49900    0    0     0  2000  418  309  1 21 78  0
 0  2      0 3686148   3436  49900    0    0     0  2000  413  351  0 13 86  1
 1  0      0 3685040   3452  50484    0    0   300  3032  484  482  0 20 62 18
 1  0      0 3676620   3460  58804    0    0     0  3032  532  411  1 15 84  1
 1  0      0 3675752   3464  59792    0    0     0  1000  439  326  0 24 75  0
 1  0      0 3676132   3464  59728    0    0     0  3000  510  388  1 14 85  0
 1  0      0 3675024   3480  60764    0    0     0  3840  458  323  0 23 77  0
 0  0      0 3675760   3480  60816    0    0     0  1452  498  408  0 16 84  0
 1  0      0 3674280   3492  61468    0    0     0  2032  444  312  0 23 76  1
 1  0      0 3674024   3492  61816    0    0     0  2000  466  351  1 17 82  0
 1  0      0 3673396   3496  62344    0    0     0  2000  458  359  0 19 81  0
 1  0      0 3673148   3504  62264    0    0     0  4488  459  363  0 19 81  0
 1  0      0 3672412   3508  63072    0    0     0  2000  466  361  0 19 81  0
 0  0      0 3672404   3516  63808    0    0     0  1032  456  363  0 20 80  0
 1  0      0 3671412   3520  64032    0    0     0  3000  458  348  1 19 81  0
 0  0      0 3671420   3520  64816    0    0     0  1000  453  356  1 19 80  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 3670552   3532  65052    0    0     0  5044  491  359  0 19 81  0
 0  0      0 3670560   3532  65816    0    0     0   996  458  355  1 18 81  0
 1  0      0 3669444   3544  66028    0    0     0  3032  466  360  0 18 81  0
 0  0      0 3669320   3544  66736    0    0     0  1000  452  354  0 19 80  0
 1  0      0 3668304   3548  67064    0    0     0  3000  463  356  1 19 80  0
 0  0      0 3659632   3556  75948    0    0     0  4652  471  382  0 20 79  1
 1  0      0 3658764   3560  76084    0    0     0  2416  458  361  1 18 81  0
 1  0      0 3658020   3568  77000    0    0     0  1032  437  312  0 22 78  0
 1  0      0 3658152   3568  77028    0    0     0  3000  510  403  1 15 84  0
 1  0      0 3657160   3572  78008    0    0     0  1060  423  315  0 22 78  0
 0  0      0 3657656   3580  78000    0    0     0  4652  509  405  1 16 83  0
 1  0      0 3656548   3584  78440    0    0   616  1384  585  617  0 21 78  1
 1  0      0 3656672   3592  78420    0    0     0  3032  526  403  1 16 83  0
 1  0      0 3655788   3596  79408    0    0     0  1000  414  312  0 21 79  0
 1  0      0 3655912   3596  79408    0    0     0  3000  497  394  0 16 84  0
 0  0      0 3655920   3608  79528    0    0  1000  2476  674  817  0 22 75  3
 1  0      0 3655300   3612  79700    0    0     0  2948  522  408  0 15 84  0
 1  0      0 3654556   3620  80584    0    0     0  1032  482  315  0 21 79  0
 1  0      0 3654308   3624  80676    0    0     0  3000  524  404  0 17 83  0
 0  0      0 3654060   3624  81592    0    0     0  1020  425  317  0 21 79  0
 1  0      0 3653332   3636  81728    0    0    60  5040  539  433  0 16 83  1
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 3  0      0 3663840   3636  71412    0    0     0   996  929  344  0 22 77  0
 1  0      0 3651920   3644  82624    0    0     0  3000  560  385  0 16 84  0
 1  0      0 3651192   3652  83544    0    0     0  1032  438  315  0 21 78  0
 1  0      0 3651060   3652  83576    0    0     0  3000  505  397  1 16 83  0
 1  0      0 3650192   3664  84548    0    0     0  4124  426  321  0 22 78  0
 0  0      0 3650944   3664  84548    0    0     0  1856  513  409  0 17 83  0
 1  0      0 3649208   3668  85528    0    0    68  2000  443  335  1 21 78  0
 0  0      0 3650068   3676  85488    0    0     0  2032  506  418  0 17 83  0
 1  0      0 3648092   3680  86480    0    0    56  2000  486  329  0 22 78  1
