procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 4  1      0 3934972   2380  10448    0    0   466  1174   68   58  0  6 93  1
 0  1      0 3925996   2400  11288    0    0   100   876  247  196  0  1 82 18
 1  0      0 3934608    136   4312    0    0  1432   900  493  343  0 14 84  2
 1  0      0 3934460    120   4540    0    0  1088   832  395  221  0 19 80  1
 0  0      0 3934452    136   4868    0    0  1184  1640  427  261  0 17 82  0
 0  0      0 3934732    136   4952    0    0  1084   860  402  232  0 15 84  1
 1  0      0 3935072    124   4124    0    0  2060   844  452  349  0 16 82  2
 1  0      0 3934708    136   4316    0    0  1084   824  392  235  0 19 80  1
 1  0      0 3934616    120   4528    0    0  1084   840  378  224  0 19 80  1
 1  0      0 3934120    144   4792    0    0  1076   828  379  242  0 20 80  0
 0  0      0 3934608    136   4948    0    0  1212  1668  390  246  0 17 82  1
 0  0      0 3934608    148   4940    0    0  1084   872  394  246  0 15 83  1
 1  0      0 3934848    144   4092    0    0  2060   832  456  355  0 17 82  1
 1  0      0 3934584    132   4356    0    0  1100   848  373  227  0 18 80  1
 1  0      0 3934212    136   4596    0    0  1084   848  375  237  0 20 80  1
 1  0      0 3934120    140   4780    0    0  1092   840  362  223  0 19 80  0
 0  0      0 3926144    152  13224    0    0  1192  1660 1126  322  0 19 80  1
 0  0      0 3926176    136  13168    0    0  1096   864  385  233  0 15 85  1
 1  0      0 3926664    136  12344    0    0  2064   848  463  358  0 17 80  2
 1  0      0 3926184    144  12496    0    0  1080   848  400  237  0 20 80  0
 1  0      0 3926184    132  12800    0    0  1100   852  362  218  0 19 80  1
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 3925680    144  12860    0    0  1084   832  395  233  1 20 78  1
 0  0      0 3926392    144  13152    0    0  1204  1664  404  251  0 16 83  1
 0  0      0 3926020    156  13220    0    0  1076   844  420  248  1 15 83  2
 1  0      0 3926400    148  12196    0    0  2072   864  477  352  0 16 82  1
 1  0      0 3926184    136  12456    0    0  1092   852  404  223  0 20 80  1
 1  0      0 3926152    148  12752    0    0  1080   832  413  240  0 18 81  1
 1  0      0 3926060    168  12868    0    0  1372   848  368  232  0 19 79  2
 0  0      0 3926052    176  13072    0    0  1196  1664  413  265  0 18 81  0
 0  0      0 3926176    176  13144    0    0  1088   840  380  232  1 15 84  0
 0  0      0 3926004    180  13260    0    0  1076   872  395  245  1 16 83  1
 1  0      0 3926400    176  12252    0    0  2076   836  490  369  0 17 81  2
 1  0      0 3926160    164  12456    0    0  1092   856  382  227  0 18 80  1
 1  0      0 3925788    172  12812    0    0  1076   832  393  238  0 19 80  1
 1  0      0 3925756    164  12924    0    0  1100   852  353  220  1 19 80  1
 0  0      0 3926244    184  13132    0    0  1200  1652  418  265  0 17 83  1
 0  1      0 3925872    168  13620    0    0  1508   864  398  270  0 15 84  0
 1  0      0 3926524    164  12404    0    0  1644   856  434  321  0 19 79  1
 1  0      0 3925912    176  12504    0    0  1088   832  410  239  0 20 80  0
 1  0      0 3925880    164  12816    0    0  1092   852  365  223  0 19 80  1
 1  0      0 3925756    176  13084    0    0  1080   832  378  236  1 19 80  1
 0  0      0 3926236    176  13128    0    0  1212  1668  383  258  0 15 84  1
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  1      0 3927384    152  12248    0    0  2048   868  446  342  0 16 83  1
 1  0      0 3926152    172  12376    0    0  1088   840  394  245  0 19 80  0
 1  0      0 3926284    160  12616    0    0  1096   848  395  220  0 19 79  1
 1  0      0 3925740    180  12888    0    0  1092   836  440  239  0 19 81  0
 1  0      0 3925764    144  12936    0    0  1064   856  445  226  0 21 79  0
 0  0      0 3925136    996  13256    0    0  2032  1656  462  301  0 15 84  1
 1  0      0 3927268    140  12080    0    0  2136   860  464  349  0 15 83  1
 1  0      0 3926260    152  12408    0    0  1356   848  426  264  0 19 79  2
 1  0      0 3926136    164  12688    0    0  1088   852  408  239  0 19 80  1
 1  0      0 3925888    152  12884    0    0  1092   848  390  224  1 19 79  1
 0  0      0 3926136    172  13216    0    0  1192  1656  419  266  0 17 82  1
 0  0      0 3926252    156  13172    0    0  1096   860  375  235  1 15 84  1
 1  0      0 3926500    156  12308    0    0  2064   856  467  349  1 16 81  2
 1  0      0 3926012    160  12716    0    0  1072   832  410  241  0 22 78  0
 1  0      0 3925920    168  12884    0    0  1100   840  366  220  0 19 80  1
 0  0      0 3926036    180  13020    0    0  1196  1660  414  259  0 17 81  1
 0  0      0 3926128    168  13172    0    0  1088   864  382  239  1 14 84  1
 1  0      0 3926656    164  12324    0    0  2064   856  464  355  0 17 82  1
 1  0      0 3925912    172  12624    0    0  1084   832  439  261  0 22 78  0
 1  0      0 3925912    164  12952    0    0  1092   852  381  231  0 20 79  1
 0  0      0 3926152    192  13208    0    0  1196  1672  414  280  0 17 83  0
