procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0      0 7465540  17892 187788    0    0   681  1473   68  203  1  1 97  1
 0  0      0 7444252  17912 199092    0    0   132  3540  898  839  1  1 97  0
 1  0      0 7445128  17912 198252    0    0     0  4000  857  681  0  3 97  0
 0  0      0 7444252  17920 199268    0    0     0  3576  875  652  0  3 97  0
 0  0      0 7444120  17920 199020    0    0     0  4000  890  681  0  3 97  0
 0  0      0 7444252  17920 199020    0    0     0  3500  802  610  0  2 98  0
 0  1      0 7435624  17932 207212    0    0     4  4012 2934  738  1  2 96  1
 0  0      0 7427220  17932 215404    0    0     0  3500 6763  677  0  3 95  1
 0  0      0 7427096  17940 215480    0    0     0  4036  914  693  1  2 97  0
 1  0      0 7427104  17940 215404    0    0     0  3500  811  610  1  1 97  0
 0  0      0 7427112  17940 215320    0    0     0  4000  843  673  0  2 97  0
 0  0      0 7427096  17948 215404    0    0     0  4200  933  727  0  2 97  0
 0  0      0 7427112  17948 215320    0    0     0  3500  857  672  1  2 97  0
 1  0      0 7438256  17956 204900    0    0     0  4036  889  684  1  2 97  0
