Q,133120,8,4096,    0.000000333,02:14:44.683007
Q,133128,8,4096,    0.000012341,02:14:44.683019
Q,133136,8,4096,    0.000014167,02:14:44.683020
Q,133144,8,4096,    0.000015818,02:14:44.683022
Q,133152,8,4096,    0.000017457,02:14:44.683024
Q,133160,8,4096,    0.000019698,02:14:44.683026
Q,133168,8,4096,    0.000021222,02:14:44.683027
Q,133176,8,4096,    0.000022937,02:14:44.683029
Q,133184,8,4096,    0.000024795,02:14:44.683031
Q,133192,8,4096,    0.000026338,02:14:44.683033
Q,133200,8,4096,    0.000028099,02:14:44.683034
Q,133208,8,4096,    0.000029586,02:14:44.683036
Q,133224,8,4096,    0.000031016,02:14:44.683037
Q,133232,8,4096,    0.000032530,02:14:44.683039
Q,133240,8,4096,    0.000035184,02:14:44.683041
Q,133248,8,4096,    0.000036926,02:14:44.683043
Q,133256,8,4096,    0.000038546,02:14:44.683045
Q,133264,8,4096,    0.000041369,02:14:44.683048
Q,133272,8,4096,    0.000043281,02:14:44.683050
Q,133280,8,4096,    0.000044896,02:14:44.683051
Q,133288,8,4096,    0.000046460,02:14:44.683053
Q,133296,8,4096,    0.000048136,02:14:44.683054
Q,133304,8,4096,    0.000049636,02:14:44.683056
Q,133312,8,4096,    0.000051257,02:14:44.683058
Q,133320,8,4096,    0.000052910,02:14:44.683059
Q,133328,8,4096,    0.000054530,02:14:44.683061
Q,133336,8,4096,    0.000056120,02:14:44.683062
Q,133344,8,4096,    0.000057867,02:14:44.683064
Q,133352,8,4096,    0.000060030,02:14:44.683066
Q,133360,8,4096,    0.000061738,02:14:44.683068
Q,133368,8,4096,    0.000063561,02:14:44.683070
Q,133376,8,4096,    0.000065173,02:14:44.683071
Q,133384,8,4096,    0.000066598,02:14:44.683073
Q,133392,8,4096,    0.000067507,02:14:44.683074
Q,133400,8,4096,    0.000068682,02:14:44.683075
Q,133408,8,4096,    0.000069345,02:14:44.683076
Q,133416,8,4096,    0.000069955,02:14:44.683076
Q,133424,8,4096,    0.000070655,02:14:44.683077
Q,133432,8,4096,    0.000071392,02:14:44.683078
Q,133440,8,4096,    0.000072057,02:14:44.683078
Q,133448,8,4096,    0.000072661,02:14:44.683079
Q,133456,8,4096,    0.000073198,02:14:44.683079
Q,133464,8,4096,    0.000074352,02:14:44.683081
