procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  1      0 2970772  15644 840280    0    0  1031  9628   58  151  0  1 95  3
 0  0      0 2957544  15696 852444    0    0   736  1552  910 1347  1  6 92  0
 2  0      0 2957056  15720 852512    0    0     0  1764  935 1207  2  5 93  0
 0  0      0 2957264  15748 852516    0    0     0  1512  898 1286  2  6 92  0
 0  0      0 2957280  15776 852400    0    0     0  1512  877 1211  2  5 93  0
 0  1      0 2957024  15808 852604    0    0     0  1588  878 1160  1  6 88  5
 0  0      0 2957100  15848 852504    0    0     4  1668  914 1232  2  5 93  0
 1  0      0 2966532  15876 843388    0    0     0  1764  959 1267  1  7 92  0
 0  0      0 2956876  15900 852516    0    0     0  1512  874 1211  2  6 92  0
 1  0      0 2962968  15932 845352    0    0     0  1764  934 1200  2  5 93  0
 0  0      0 2956736  15960 852440    0    0     0  1292  795 1156  3  5 87  5
 0  0      0 2956828  15992 852616    0    0     0  1684  904 1188  1  6 93  0
 0  0      0 2956696  16024 852460    0    0     0  1764  966 1296  1  7 92  0
 0  0      0 2957108  16048 852408    0    0     0  1512  885 1221  1  5 93  0
 1  0      0 2962788  16080 846800    0    0     0  1764  967 1287  1  7 92  0
 0  0      0 2956472  16108 852448    0    0     0  1304  801 1128  1  5 89  4
 0  0      0 2956844  16140 852400    0    0     0  1672  897 1199  2  5 93  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 2967252  15732 841156    0    0   938 10967   77  162  0  2 94  3
 0  0      0 2955928  15772 852620    0    0    16  1384  783 1148  0  4 90  5
 0  0      0 2956572  15788 852600    0    0     0  1764  941 1203  1  6 93  0
 0  0      0 2956316  15800 852792    0    0     0  1512  898 1266  1  6 92  0
 1  0      0 2955928  15816 852264    0    0     0  1764  942 1204  1  6 93  0
 0  0      0 2956308  15828 852736    0    0     0  1524  894 1243  1  6 92  0
 0  1      0 2956068  15856 852788    0    0     4  1632  848 1085  1  4 90  4
