procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 3045488  14208 875360    0    0   385   227    8   14  0  0 99  0
 0  0      0 3046212  14244 875492    0    0    48 10540  127   81  0  0 54 46
 0  0      0 3943876    140   4524    0    0  4960   992  666  654  1  4 94  2
 0  0      0 3943752    144   4472    0    0  3248   784  568  492  1  2 94  4
 0  0      0 3944000    164   4356    0    0  4632   996  662  659  1  5 90  4
 1  1      0 3943768    148   4752    0    0  3504   792  582  511  0  4 93  3
 0  0      0 3943860    148   4400    0    0  4068   996  649  614  0  4 92  4
 1  0      0 3944372    124   3792    0    0  3976   808  610  576  1  3 92  4
 0  0      0 3943736    156   4560    0    0  3632  1024  620  570  2  3 92  3
 1  0      0 3944496    124   3948    0    0  3984   820  616  582  1  5 91  3
 0  0      0 3943984    192   4488    0    0  3672  1024  637  583  1  4 91  3
 1  0      0 3944496    128   3956    0    0  4040   816  594  602  1  5 92  2
 0  0      0 3943720    160   4404    0    0  3604  1028  628  561  2  3 91  3
 1  0      0 3944348    140   3936    0    0  4108   824  637  603  1  4 90  5
 0  0      0 3943720    164   4560    0    0  3508  1024  607  545  1  4 92  3
 1  0      0 3944472    144   3952    0    0  4100   820  635  603  0  4 91  4
 0  0      0 3943844    172   4368    0    0  3532  1024  607  545  1  5 92  2
 1  0      0 3943100    168   5216    0    0  3996   820  609  578  1  4 92  3
 0  0      0 3943828    168   4404    0    0  3604  1024  626  560  2  3 91  3
 1  0      0 3943596    172   4744    0    0  3508   824  583  521  1  3 93  3
 0  0      0 3943984    172   4560    0    0  5308  1016  697  684  1  5 90  4
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 3943736    172   4600    0    0  3260   816  573  500  1  3 92  4
 0  0      0 3943900    168   4336    0    0  4352  1028  666  651  0  1 99  0
 0  0      0 3943900    172   4368    0    0  3264   816  572  502  1  3 93  3
 0  1      0 3943900    164   4332    0    0  4336   988  654  632  1  4 91  4
 0  0      0 3943776    176   4356    0    0  3264   832  577  501  0  3 94  3
 1  0      0 3944412    140   3844    0    0  3988   820  616  581  0  3 92  5
 0  0      0 3943776    172   4516    0    0  3632  1028  630  566  1  1 96  2
 0  0      0 3943776    172   4572    0    0  3256   816  565  497  1  3 93  3
 0  0      0 3944008    172   4336    0    0  4428  1024  678  683  0  5 90  5
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  1      0 3940320   1172   6460    0    0   414   431   16   20  0  0 99  1
 0  2      0 3940588   1196   6732    0    0   144   260  115   60  0  0 18 82
 1  1      0 3944096    128   4664    0    0  2960   848  494  504  0  1 95  4
 0  0      0 3944088    124   4264    0    0  3892   956  551  562  1  4 93  2
 0  0      0 3944212    132   4208    0    0  4272   984  573  605  1  4 93  2
 0  0      0 3944204    140   4340    0    0  3220   780  501  479  0  3 94  3
 0  0      0 3944080    140   4388    0    0  4288   980  572  606  0  5 94  1
 1  0      0 3943848    140   4888    0    0  3776   792  505  505  1  2 94  3
 0  0      0 3944088    136   4288    0    0  3720  1000  553  574  2  3 91  4
 1  1      0 3943724    148   4928    0    0  3820   796  529  530  0  3 94  3
 0  0      0 3944048    148   4388    0    0  3712   992  557  570  0  4 93  3
 0  0      0 3944088    140   4304    0    0  3224   784  483  466  1  2 95  2
 1  1      0 3944568    120   3940    0    0  4180   776  563  576  0  4 94  2
 0  0      0 3943940    164   4328    0    0  3352  1028  525  517  0  4 93  4
 1  0      0 3944196    144   4400    0    0  3224   760  488  470  0  3 95  2
 0  0      0 3944072    144   4180    0    0  4304  1000  578  613  1  2 92  6
 1  0      0 3944064    156   4352    0    0  3276   792  505  489  0  3 95  3
 0  0      0 3943940    156   4296    0    0  4252   996  575  607  2  4 92  2
 0  0      0 3944164    144   4392    0    0  3224   784  485  465  0  3 94  2
 0  0      0 3944040    148   4172    0    0  4304  1008  578  617  0  5 92  3
 0  0      0 3943088   1020   4400    0    0  4092   800  579  519  0  5 93  2
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 3944080    164   4348    0    0  4672   992  645  647  0  1 99  0
 0  0      0 3944088    152   4448    0    0  3224   788  541  477  0  2 96  1
 0  0      0 3944180    152   4280    0    0  4304  1000  634  617  0  4 93  3
 1  0      0 3944592    132   3844    0    0  3952   796  596  565  0  4 93  3
 0  0      0 3943956    168   4344    0    0  3580   996  585  530  1  5 94  1
 1  0      0 3944716    132   3936    0    0  3948   788  540  552  0  4 94  2
 0  0      0 3944212    152   4304    0    0  3576  1004  594  530  0  4 94  2
 0  0      0 3944088    152   4264    0    0  4296  1020  624  621  1  2 94  3
 0  0      0 3944080    164   4328    0    0  3228   792  556  490  0  3 94  3
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 3939948   1164   6584    0    0   439   610   22   26  0  0 99  1
 0  0      0 3944188    136   4272    0    0  2664  1124  527  485  0  2 94  4
 0  0      0 3944064    124   4432    0    0  4312   948  596  587  2  2 93  2
 0  0      0 3944056    132   4416    0    0  3232   744  531  456  1  4 95  1
 0  0      0 3944064    144   4320    0    0  4588   940  599  588  0  3 95  2
 0  0      0 3944188    128   4432    0    0  4312   964  573  586  1  3 93  2
 0  1      0 3944188    132   4356    0    0  1060   256  210  158  0  2 70 29
 0  0      0 3944156    140   4400    0    0  2172   504  342  317  0  2 85 12
