procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0      0 3937476   2380   8132    0    0   411   400   18   23  0  0 99  1
 0  0      0 3935100    132   4624    0    0  3960  2344  853  863  1  6 89  4
 0  0      0 3935076    152   4704    0    0  4384  1796  761  749  2  5 91  2
 0  0      0 3935076    184   4692    0    0  6628  2292  927  965  1  8 88  4
 0  0      0 3935224    180   4572    0    0  4440  1832  795  801  2  4 92  3
 2  0      0 3935968    160   4016    0    0  4160  1404  725  721  0  5 93  2
 0  0      0 3935076    184   4468    0    0  3600  1816  693  663  1  4 93  3
 0  0      0 3935076    184   4560    0    0  3348  1376  662  625  1  3 93  3
 1  0      0 3934728    148   4904    0    0  5160  1868  837  884  1  7 90  3
 0  0      0 3935208    180   4736    0    0  4804  2256  858  837  2  6 90  2
 2  1      0 3934364    196   5156    0    0  4012  1404  700  691  1  4 92  2
 1  0      0 3934976    180   4592    0    0  3752  1812  731  711  1  4 93  2
 0  0      0 3926520    192  12724    0    0  3340  1376 1447  805  1  7 84  8
 1  0      0 3926768    168  12540    0    0  5412  1864  877  907  1  6 88  5
 1  1      0 3918476    188  21508    0    0  5232  2300 1735  940  0 10 86  4
 0  0      0 3918476    184  21108    0    0  6268  2268  915  929  2  6 87  5
 0  0      0 3918568    180  21120    0    0  5512  2288  909  946  1  8 86  6
 0  0      0 3918312    188  20960    0    0  4412  1860  802  792  2  5 89  4
 0  0      0 3918344    184  21164    0    0  5524  2276  888  942  1  6 87  6
 0  0      0 3918444    184  21124    0    0  5528  2292  908  938  1  6 87  6
 0  0      0 3918344    180  21108    0    0  5512  2296  915  944  1  8 85  6
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 3918320    176  21140    0    0  5532  2300  911  938  1  7 86  6
 0  0      0 3918452    180  21112    0    0  5548  2296  966  960  1  7 86  7
 1  1      0 3918096    176  21548    0    0  5012  1852  837  852  1  7 87  5
