procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 4  0      0 3795932   3144  19848    0    0   456  1370   54   53  0  2 97  1
 2  0      0 3758544   3172  44760    0    0  3592 16040 1520 2369  1  8 88  3
 1  0      0 3745516   3196  59868    0    0     0   568  548  451  2 11 87  0
 0  1      0 3715640   3212  85424    0    0  6808 16000 2295 3885  2  9 79  9
 0  1      0 3708456   3220  92636    0    0  4040  8000 1449 2387  1  8 79 12
 0  1      0 3700420   3236 100320    0    0  4116  8084 1458 2424  1  8 78 13
 1  0      0 3694104   3256 107012    0    0  6732 27528 2126 3758  1  7 78 14
 1  0      0 3683656   3272 117228    0    0  4104 12000 1501 2464  1  7 82  9
 0  0      0 3675936   3284 128756    0    0  1188 12000  834 1061  1  6 86  7
 0  1      0 3662204   3296 137752    0    0  4252 12000 1487 2485  1  7 81 11
 1  0      0 3663892   3316 140352    0    0  2872 12032 1255 1919  1  9 82  8
 0  0      0 3648584   3332 154804    0    0  3212  8096 1228 1961  1  8 79 13
 0  0      0 3633688   3352 169424    0    0  2016 16000 1038 1465  1  9 85  5
 1  0      0 3614900   3372 187780    0    0    52 20000  604  547  2  9 88  1
 0  0      0 3596856   3388 205388    0    0   100 16000  593  508  2  8 87  2
 1  0      0 3582572   3416 219412    0    0    48 20032  620  562  2 10 86  2
 0  0      0 3561584   3444 239364    0    0  3148 16120 1356 2064  1  8 87  4
 1  0      0 3539200   3464 257600    0    0    52 20000  588  488  1  9 88  1
 0  0      0 3516188   3480 283604    0    0    48 16000 1192  734  3 10 84  2
 0  0      0 3495656   3504 303504    0    0    52 20000  601  553  2  8 88  1
 0  0      0 3479264   3520 319472    0    0   100 16000  564  517  2  7 88  3
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 3458756   3556 335816    0    0   100 20156  605  540  2  8 86  4
 0  0      0 3442208   3572 355260    0    0    52 16000  605  550  2  9 88  1
 1  0      0 3419460   3596 373796    0    0     0 20000  567  468  2 10 88  0
 1  0      0 3401564   3612 391240    0    0    48 17184  589  544  2  7 89  1
 0  0      0 3384636   3632 411192    0    0    52 18816  612  559  1  9 88  1
