procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 3  0      0 3759828   2764  29064    0    0   565  2677  106  100  1  3 94  2
 2  0      0 3736856   2788  43344    0    0     4  6040  650  581  1  7 91  0
 0  0      0 3734344   2804  46344    0    0     0  6000  660  580  1  5 93  0
 2  0      0 3742172   2816  38244    0    0     0  6000  607  495  2  7 91  0
 0  0      0 3719704   2828  60536    0    0     0  6000  660  555  2  7 90  0
 1  0      0 3720844   2848  59392    0    0     0  6084  635  547  2  8 90  0
 0  0      0 3705220   2872  74728    0    0     4 20096  678  543  2  7 90  1
 0  0      0 3702112   2888  77700    0    0    56  6000  636  537  2  9 89  0
 1  0      0 3696152   2900  82924    0    0     0  6000  648  540  2  8 89  1
 1  0      0 3686884   2912  91904    0    0     0  6000  657  533  1  5 94  0
 0  0      0 3682792   2936  95928    0    0     0  7032  641  536  1  7 92  0
 0  0      0 3679916   2956  99004    0    0     4 22028  664  567  1  6 93  0
 0  0      0 3676948   2968 101928    0    0     0  6000  625  507  2  7 91  0
 0  0      0 3673872   2984 104932    0    0    24  7000  631  525  2  6 92  0
 0  0      0 3670964   2996 107876    0    0    24  6000  673  582  1  7 92  0
 0  1      0 3667796   3008 109888    0    0     0  1028  431  362  1  6 86  7
 0  0      0 3676800   3032 101768    0    0    72 20040  688  613  2  5 91  2
