procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 5  0      0 3072544   2976 106756    0    0   550  3165  120  120  1  4 93  3
 0  0      0 3047236   2996 131368    0    0  1080 20040  918 1101  2  9 88  0
 0  0      0 3035068   3000 142956    0    0  2072 20000 1132 1532  2  8 89  1
 0  0      0 3031720   3004 146640    0    0   596 24000  765  845  2  8 90  0
 0  0      0 3027380   3008 150488    0    0  2468 12000 1089 1622  1  8 83  8
 1  0      0 3034580   3024 143380    0    0  2628 16084 1155 1741  1  8 83  8
 0  0      0 3020064   3040 157948    0    0  2740 23208 1169 1785  1  7 83 10
 0  0      0 3016848   3044 161184    0    0  2460 20000 1204 1719  2  9 88  1
 1  0      0 3008540   3048 165540    0    0  2620 16000 1129 1705  1  8 83  8
 0  0      0 3009400   3052 168328    0    0  2728 12000 1194 1821  2  7 81 10
 0  0      0 3004944   3064 172444    0    0  2232 16032 1041 1516  1  7 84  7
 0  0      0 3002704   3076 174636    0    0  2624 19272 1174 1768  1  6 84  9
 0  0      0 2989584   3080 188156    0    0   568 24000  783  772  2  9 88  1
 1  0      0 2986004   3084 191760    0    0  2472 12000 1129 1676  1  7 83  8
 1  0      0 2982904   3088 194476    0    0  4000 16000 1525 2457  2  7 83  7
 0  0      0 2979912   3100 197436    0    0  2668 12032 1130 1744  2  7 82  9
 0  0      0 2974440   3112 202184    0    0  2392 31800 1256 1717  2  5 92  1
 1  0      0 2954468   3116 221604    0    0  3864 20000 2627 2807  1 14 77  7
 0  0      0 2950044   3120 225600    0    0  4000  8000 1396 2327  1  6 79 14
 0  0      0 2947068   3124 228332    0    0  2512 12000 1103 1647  1  8 83  8
 0  1      0 2942604   3128 229840    0    0  2628 16000 1131 1719  2  9 80  9
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 2938984   3152 236388    0    0  1580 19672  984 1284  1  7 88  4
 0  0      0 2938612   3152 236628    0    0     0 12000  359  289  1  3 96  0
 0  1      0 2932684   3160 239048    0    0  3980 20000 1530 2422  3  8 84  5
 1  0      0 2929328   3164 241732    0    0  2044 16000 1029 1467  2  8 84  7
 1  0      0 2926732   3164 244368    0    0  2464 12000 1092 1622  1  8 83  8
