procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 3826300    528   8024    0    0   726 17967  213  223  1  4 90  5
 0  0      0 3812616    964  20084    0    0  1152   492  750 1285  2  6 92  0
 0  0      0 3812608   1120  20068    0    0   132   360  634 1195  1  6 93  0
 0  0      0 3812376   1148  20064    0    0     0   420  651 1282  1  6 92  0
 0  0      0 3812376   1176  20040    0    0     0   360  610 1207  1  5 93  0
 1  0      0 3812492   1204  20064    0    0     0   420  647 1278  2  6 92  0
 0  0      0 3812244   1248  20080    0    0     4   492  572 1055  1  5 89  5
 0  0      0 3812220   1276  20084    0    0     0   420  615 1206  1  6 92  0
 0  0      0 3812376   1300  20068    0    0     0   360  627 1296  1  7 92  0
 0  0      0 3812252   1332  20052    0    0     0   420  615 1215  1  6 93  0
 0  0      0 3812112   1356  20064    0    0     0   360  618 1287  1  7 91  0
 0  0      0 3812128   1392  20084    0    0     0   496  599 1113  1  5 89  5
 3  0      0 3823372   1424   8932    0    0     0   420  619 1240  2  6 92  0
 0  0      0 3812088   1448  20064    0    0     0   360  615 1255  1  7 92  0
 1  0      0 3814444   1480  17168    0    0     0   420  614 1214  2  6 92  0
 0  0      0 3811848   1504  20068    0    0     0   360  630 1301  1  8 92  0
 0  0      0 3811848   1540  20048    0    0     0   496  575 1069  1  5 89  5
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 3821832   1092   8912    0    0   708 18119  212  224  1  4 90  5
 0  1      0 3811940   1128  20108    0    0    12   420  583 1173  1  5 91  3
 0  0      0 3812280   1148  20092    0    0     0   424  659 1253  2  5 90  3
 1  0      0 3811884   1160  20092    0    0     0   420  609 1183  1  5 94  0
 0  0      0 3811900   1176  20088    0    0     0   360  614 1234  2  6 92  0
 0  0      0 3812148   1188  20092    0    0     0   420  615 1171  1  5 93  0
 1  1      0 3812196   1220  20036    0    0     4   424  594 1154  1  5 89  4
 0  0      0 3811900   1236  20088    0    0     0   360  575 1131  1  5 93  1
 0  0      0 3812148   1248  20072    0    0     0   420  632 1240  2  6 92  0
 0  0      0 3812280   1260  20092    0    0     0   360  593 1181  1  5 94  0
 0  0      0 3811900   1276  20088    0    0     0   420  633 1226  1  6 92  0
 0  1      0 3812156   1300  20092    0    0     0   488  580 1082  1  5 91  4
 0  0      0 3811728   1320  20180    0    0     0   364  627 1253  1  6 91  2
 1  0      0 3814076   1332  17180    0    0     0   420  605 1161  2  5 93  0
 0  0      0 3811976   1344  20092    0    0     0   360  614 1235  1  7 92  0
 0  0      0 3812124   1360  20088    0    0     0   420  615 1185  1  6 93  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 3821828   1124   8772    0    0   691 18262  212  225  1  4 90  5
 0  1      0 3812152   1152  20116    0    0    12   420  592 1166  1  5 92  3
 0  0      0 3811672   1164  20088    0    0     0   424  659 1257  1  6 91  2
 0  0      0 3811688   1168  20092    0    0     0   420  609 1155  1  5 93  0
 0  0      0 3812060   1176  20120    0    0     0   360  616 1242  0  7 92  0
 1  0      0 3817772   1184  13928    0    0     0   420  608 1150  1  6 94  0
 0  1      0 3811796   1204  20104    0    0     4   444  601 1162  0  6 91  3
 0  0      0 3811672   1212  20088    0    0     0   364  635 1254  2  5 90  3
 1  0      0 3823492   1220   8948    0    0     0   420  611 1191  2  5 93  0
 0  0      0 3811804   1224  20088    0    0     0   360  605 1188  1  6 93  0
 1  0      0 3819368   1228  12580    0    0     0   420  623 1219  1  6 93  0
 0  1      0 3811688   1244  20088    0    0     0   444  570 1068  0  5 91  3
 0  0      0 3811820   1256  20156    0    0     0   364  641 1259  2  5 91  2
 1  0      0 3823220   1260   8900    0    0     0   420  614 1179  1  6 93  0
 0  0      0 3811564   1264  20092    0    0     0   360  621 1208  1  5 94  0
 1  0      0 3819756   1272  12372    0    0     0   420  622 1204  0  7 93  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0      0 3822556   1156   8884    0    0   674 18399  211  226  1  4 90  5
 0  1      0 3811704   1184  20024    0    0    12   480  604 1150  1  4 92  3
 0  0      0 3811852   1192  20092    0    0     0   364  638 1242  2  5 92  2
 1  0      0 3822888   1192   9548    0    0     0   420  623 1213  1  6 93  0
 0  0      0 3811860   1196  20092    0    0     0   360  596 1169  2  5 93  0
 1  0      0 3817556   1200  14604    0    0     0   420  625 1225  0  7 93  0
 0  1      0 3811728   1216  20092    0    0     4   428  577 1088  1  4 91  3
 0  0      0 3811720   1224  20072    0    0     0   364  622 1226  1  6 91  2
 2  0      0 3823516   1232   8888    0    0     0   420  603 1172  0  6 93  0
 0  0      0 3811860   1232  20140    0    0     0   360  593 1171  2  5 93  0
 1  0      0 3819044   1236  13148    0    0     0   420  621 1213  1  6 93  0
 0  1      0 3811852   1248  20112    0    0     0   372  547 1065  1  5 92  2
 0  0      0 3811728   1256  20092    0    0     0   424  642 1243  2  5 90  3
 0  0      0 3811852   1260  20072    0    0     0   420  607 1158  1  5 94  0
 0  0      0 3811736   1260  20096    0    0     0   360  615 1231  2  5 92  0
 1  0      0 3821664   1264   9808    0    0     0   420  610 1160  1  6 94  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 3822864   1188   9000    0    0   658 18530  211  227  1  4 90  5
 1  0      0 3811748   1240  20312    0    0    16  1384  834 1211  1  4 89  5
 1  0      0 3811836   1264  20288    0    0     0  1764  947 1186  2  5 93  0
 0  0      0 3811720   1292  20316    0    0     0  1512  920 1290  2  6 92  0
 0  0      0 3811860   1320  20284    0    0     0  1512  898 1210  1  6 93  0
 0  0      0 3811696   1348  20288    0    0     0  1764  980 1289  2  7 91  0
 0  0      0 3811712   1388  20256    0    0     4  1452  820 1085  2  5 88  5
 0  0      0 3811612   1420  20268    0    0     0  1764  925 1152  2  4 94  0
 0  0      0 3811836   1444  20296    0    0     0  1512  905 1280  3  5 91  0
 0  0      0 3811720   1472  20276    0    0     0  1512  884 1204  2  5 93  0
 0  0      0 3811588   1500  20236    0    0     0  1764  967 1281  3  6 91  0
 0  1      0 3811580   1532  20340    0    0     0  1452  830 1121  2  5 91  2
 0  0      0 3811432   1568  20288    0    0     0  1768  992 1302  3  6 89  2
 0  0      0 3811432   1592  20268    0    0     0  1512  884 1206  1  6 93  0
 0  0      0 3811440   1624  20284    0    0     0  1764  965 1274  3  6 91  0
 0  0      0 3811588   1648  20308    0    0     0  1512  886 1207  2  6 93  0
 0  1      0 3822756   1684   9108    0    0     0  1708  886 1106  2  5 89  5
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0      0 3822720   1228   8892    0    0   643 18658  212  228  1  4 90  5
 0  1      0 3811612   1264  20296    0    0    16  1632  877 1203  1  4 91  3
 0  0      0 3811752   1284  20272    0    0     0  1516  947 1294  2  6 91  2
 1  0      0 3814240   1300  17256    0    0     0  1764  930 1194  1  6 93  0
 0  0      0 3811496   1312  20260    0    0     0  1512  899 1246  1  6 92  0
 1  0      0 3818820   1324  12440    0    0     0  1764  944 1175  1  6 93  0
 0  1      0 3811372   1352  20276    0    0     4  1632  904 1193  1  5 91  3
 0  0      0 3811356   1372  20296    0    0     0  1516  929 1278  2  6 91  2
 0  0      0 3811496   1388  20300    0    0     0  1764  952 1202  1  5 93  0
 0  0      0 3811512   1400  20280    0    0     0  1512  901 1241  2  6 92  0
 0  0      0 3811504   1412  20284    0    0     0  1764  944 1185  1  6 93  0
 0  1      0 3811248   1436  20280    0    0     0  1640  897 1176  1  6 91  2
 0  0      0 3811628   1456  20280    0    0     0  1516  939 1288  1  6 91  2
 0  0      0 3811636   1472  20280    0    0     0  1764  951 1200  1  5 93  0
 0  0      0 3811256   1484  20284    0    0     0  1512  903 1243  2  5 92  0
 0  0      0 3811380   1496  20304    0    0     0  1764  939 1180  1  6 93  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 3823816   1264   9012    0    0   629 18781  212  228  1  4 90  5
 1  1      0 3811496   1296  20308    0    0    16  1632  865 1165  1  4 91  3
 0  0      0 3811132   1304  20292    0    0     0  1516  937 1264  1  6 91  2
 1  0      0 3822564   1308   9092    0    0     0  1764  947 1187  1  7 92  0
 0  0      0 3811528   1316  20288    0    0     0  1512  901 1217  1  6 93  0
 1  0      0 3819448   1324  12468    0    0     0  1764  952 1218  2  5 93  0
 0  1      0 3811164   1344  20288    0    0     4  1596  854 1066  2  4 91  3
 0  0      0 3811016   1352  20316    0    0     0  1516  917 1252  1  6 91  2
 1  0      0 3823068   1360   9092    0    0     0  1764  953 1194  2  5 93  0
 0  0      0 3811156   1364  20312    0    0     0  1512  885 1205  2  5 93  0
 1  0      0 3820092   1368  11784    0    0     0  1764  962 1223  1  6 92  0
 0  1      0 3811156   1384  20340    0    0     0  1596  861 1087  1  5 91  3
 0  0      0 3811272   1396  20312    0    0     0  1516  930 1283  2  5 91  2
 1  0      0 3822588   1400   9116    0    0     0  1764  941 1186  1  6 93  0
 0  0      0 3811172   1404  20316    0    0     0  1512  901 1213  1  5 93  0
 1  0      0 3819208   1412  12568    0    0     0  1764  954 1220  1  6 93  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 3822012   1304   8916    0    0   615 18901  213  229  1  4 90  5
 0  1      0 3810924   1332  20296    0    0    16  1380  784 1126  1  5 93  1
 0  0      0 3810868   1340  20316    0    0     8  1768  993 1253  2  5 90  4
 0  0      0 3810760   1340  20296    0    0     0  1764  959 1180  0  6 93  0
 0  0      0 3811008   1344  20276    0    0     0  1512  901 1234  1  7 93  0
 1  0      0 3822408   1348   9072    0    0     0  1764  954 1203  1  6 93  0
 0  1      0 3810916   1364  20296    0    0     4  1328  807 1122  2  4 91  3
 0  0      0 3810752   1372  20316    0    0     0  1768  978 1242  1  6 91  2
 0  0      0 3811124   1380  20348    0    0     0  1764  947 1169  2  5 93  0
 0  0      0 3810636   1380  20296    0    0     0  1512  903 1237  2  5 92  0
 1  0      0 3822168   1384   9096    0    0     0  1764  952 1218  2  5 93  0
 0  1      0 3810768   1396  20320    0    0     0  1584  869 1091  2  5 93  1
 0  0      0 3810752   1404  20296    0    0     0  1516  909 1224  1  6 89  5
 1  0      0 3821796   1408   9560    0    0     0  1764  960 1218  1  7 92  0
 0  0      0 3810736   1408  20296    0    0     0  1512  888 1178  1  5 93  0
 0  0      0 3810884   1412  20296    0    0     0  1764  960 1234  1  7 92  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 3821640   1336   8908    0    0   602 19015  214  230  1  4 90  6
 1  1      0 3820988   1388  10048    0    0    12  5124 1321 1169  1  7 88  5
 1  0      0 3820840   1412   9836    0    0     0  6000 1586 1163  1  8 90  1
 1  0      0 3818376   1436  12636    0    0     0  6000 1507 1225  2  8 90  0
 2  0      0 3813160   1464  17784    0    0     0  6000 1585 1203  2  8 90  0
