procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  1      0 2963548  16156 841276    0    0   471 13401  138  170  1  3 92  4
 0  0      0 3828312    176   5884    0    0  5368  1688 1644 1317  2  3 94  2
 0  0      0 3828436    176   5992    0    0  5384  1552 1291 1267  1  1 97  2
 0  0      0 3828436    176   5948    0    0  5384  1552 1303 1279  1  1 97  1
 0  0      0 3828436    184   5972    0    0  5392  1584 1303 1279  1  1 97  1
 1  0      0 3828436    184   5984    0    0  6312  1836 1450 1420  2  0 96  2
 2  0      0 3828436    196   5904    0    0  4612  1364 1198 1205  1  2 97  1
 0  0      0 3828420    188   5952    0    0  6296  1840 1451 1420  2  0 96  1
 0  0      0 3828544    184   5876    0    0  5408  1632 1317 1287  1  1 97  1
 0  0      0 3828420    184   5872    0    0  5408  1600 1313 1292  2  1 97  1
 0  0      0 3828404    184   5900    0    0  5408  1600 1311 1282  2  1 97  1
 1  0      0 3828404    184   6044    0    0  5484  1596 1323 1303  1  1 97  1
 0  0      0 3828452    192   6012    0    0  5608  1336 1454 1571  1  1 96  2
 0  0      0 3828320    196   5988    0    0  4508  1336 1158 1511  1  1 97  1
 0  0      0 3828320    204   5976    0    0  4500  1308 1152 1169  1  1 96  1
 0  0      0 3828452    204   5976    0    0  4512  1348 1165 1464  1  1 97  1
 0  0      0 3828452    204   5948    0    0  4504  1336 1163 1578  1  1 97  1
 0  0      0 3828452    204   5956    0    0  5408  1600 1332 1489  2  0 94  3
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 3825304   1280   8016    0    0   499 13831  147  177  1  3 92  4
 0  0      0 3828420    152   5952    0    0  4892  1828 1209 1729  1  3 95  2
 0  0      0 3828552    156   6028    0    0  5224  1500 1085 1266  0  2 97  1
 0  0      0 3828428    156   5976    0    0  5240  1552 1097 1271  1  1 97  1
 0  0      0 3828420    164   5912    0    0  5260  1560 1102 1273  1  2 96  1
 0  0      0 3828436    152   5824    0    0  6108  1780 1238 1410  0  2 97  1
 0  0      0 3828544    152   5836    0    0  5264  1552 1104 1275  0  3 96  1
 0  0      0 3828544    152   5876    0    0  5264  1580 1112 1283  0  3 96  1
 0  0      0 3828412    152   5920    0    0  5272  1552 1104 1283  0  1 98  1
 0  0      0 3828536    164   6028    0    0  6160  1788 1253 1434  0  3 95  2
 0  0      0 3828412    164   6036    0    0  5264  1552 1103 1278  0  3 96  1
 0  0      0 3828476    172   5952    0    0  6452  1592 1417 1356  0  2 98  1
 0  0      0 3828468    176   5980    0    0  5176  1552 1084 1283  0  2 96  2
 0  0      0 3828608    160   5892    0    0  6012  1776 1213 1404  1  2 95  3
 0  0      0 3828608    160   5904    0    0  5176  1580 1091 1263  1  1 98  0
 0  0      0 3828484    160   5904    0    0  5176  1552 1080 1250  0  3 96  1
 1  1      0 3828476    160   6184    0    0  5420  1552 1093 1269  1  2 96  2
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 3824220   1364   8140    0    0   525 14268  153  182  1  3 92  4
 0  0      0 3828576    160   5824    0    0  4844  1836 1172 1382  1  2 94  3
 0  0      0 3828584    160   5848    0    0  5180  1464 1067 1231  1  3 96  1
 0  0      0 3828608    160   5928    0    0  5224  1448 1065 1392  1  1 97  1
 1  0      0 3828608    164   5908    0    0  5176  1496 1076 1223  1  2 96  2
 0  0      0 3828600    180   5964    0    0  5292  1536 1098 1253  1  2 96  2
 0  0      0 3828732    168   5872    0    0  5236  1520 1097 1258  0  1 98  1
 0  0      0 3828732    172   5904    0    0  5244  1536 1099 1255  1  2 96  1
 0  0      0 3828732    168   5912    0    0  5244  1520 1092 1248  0  2 96  2
 0  0      0 3828624    188   5908    0    0  6304  1520 1372 1325  1  1 97  1
 0  0      0 3828616    196   5932    0    0  5372  1536 1118 1264  1  2 96  1
