date,mode,size,count,ss_span,fs,before_img_size,after_img_size,diff_img_size,mean_write_bw
2024-07-23_17-02-59,append,200KB,100,1,nilfs2,16380,40956,24576,
2024-07-23_17-02-59,append,400KB,100,1,nilfs2,16380,57340,40960,
2024-07-23_17-02-59,append,800KB,100,1,nilfs2,16380,98300,81920,
2024-07-23_17-02-59,append,1600KB,100,1,nilfs2,16380,180220,163840,
2024-07-23_17-02-59,seq,60k,100,1,nilfs2,16380,24572,8192,62914560.000000
2024-07-23_17-02-59,seq,250k,100,1,nilfs2,16380,40956,24576,133693440.000000
2024-07-23_17-02-59,seq,1000k,100,1,nilfs2,16380,122876,106496,519102412.800000
2024-07-23_17-02-59,seq,4000k,100,1,nilfs2,16380,434172,417792,1341477939.200000
