procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 3  0      0 7423120  18784 225628    0    0   348  4894  368  283  2  4 92  3
 2  0      0 7617724    352  47204    0    0  4412  1092 1356 1491  1  2 96  1
 0  0      0 7617532    352  47056    0    0  3828   940 1082 1481  1  3 96  0
 0  0      0 7617648    352  47256    0    0  3520   956  957 1467  0  3 96  1
 0  0      0 7617680    352  47260    0    0  3504   960  935 1413  1  2 96  1
 0  0      0 7617556    356  47060    0    0  3524   956  958 1476  1  2 96  0
 0  0      0 7617556    364  46932    0    0  3520   988  988 1544  1  3 96  1
 2  1      0 7617292    368  47072    0    0  3516   944  957 1466  1  2 95  1
 0  0      0 7617432    376  47044    0    0  2660   716  768 1228  0  3 97  0
 1  0      0 7617200    376  47308    0    0  3092   736  811 1289  1  2 96  1
 0  0      0 7617540    364  47316    0    0  3084   940  915 1375  1  2 96  0
 0  0      0 7606948    380  55184    0    0  2676   716 7583 1369  0  4 91  4
 0  0      0 7606796    372  55184    0    0  2672   752  811 1261  1  2 96  0
 0  0      0 7606836    360  55416    0    0  3488   940  936 1446  1  2 96  1
 0  0      0 7606768    388  55540    0    0  2668   736  840 1313  1  1 97  1
 0  1      0 7606584    384  55556    0    0  3472   716  940 1363  1  3 95  1
 0  0      0 7606956    372  55504    0    0  3952  1180 1120 1727  1  2 96  1
 0  0      0 7606940    360  55448    0    0  3524   960  981 1512  1  2 96  0
 0  0      0 7606972    372  55204    0    0  2676   728  789 1248  0  3 97  0
 0  0      0 7606964    392  55172    0    0  2676   736  803 1243  1  2 96  1
 1  0      0 7607096    384  55244    0    0  3516   940  957 1456  1  3 96  1
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 7607352    360  55232    0    0  3544   732  895 1454  2  2 94  1
 0  0      0 7607096    388  55172    0    0  2672   944  871 1326  0  2 98  0
 0  0      0 7606592    400  55164    0    0  2688   716  992 1334  1  2 96  0
 0  0      0 7607136    356  55372    0    0  3500   976  914 1363  2  2 96  0
 0  0      0 7607028    384  55184    0    0  2696   716  826 1323  1  2 97  0
 0  0      0 7607168    372  55448    0    0  3536   956  937 1524  0  2 96  1
 1  0      0 7607168    384  55512    0    0  2680   720  817 1303  1  1 97  1
 1  0      0 7606672    380  55784    0    0  3068   732  849 1307  1  1 95  2
