procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 4  0      0 7439296  18744 208820    0    0   397  4001  315  268  2  3 92  3
 2  0      0 7416068  18764 223960    0    0     8 24040  972 1401  3  5 92  0
 0  0      0 7400296  18764 240408    0    0     0 24000 6534 1334  2  7 88  2
 1  0      0 7403008  18764 237336    0    0     0 24000 1228 1222  3  6 91  0
 0  0      0 7400108  18764 240408    0    0     0 24000 1199 1169  3  6 91  0
 0  0      0 7399908  18772 240400    0    0     0 20096 1190 1196  3  5 91  0
 1  0      0 7400040  18784 240396    0    0     4 24012  968 1211  3  5 91  0
 1  0      0 7410448  18784 230132    0    0     0 28000 1020 1241  4  4 92  0
 0  0      0 7400172  18784 240408    0    0     0 24000  993 1208  2  6 92  0
 0  0      0 7399776  18784 240408    0    0     0 24000  938 1201  3  4 92  0
 1  0      0 7399140  18792 240400    0    0     0 24036  996 1200  3  5 92  0
 0  0      0 7391276  18800 248592    0    0     0 28012 8343 2693  2  7 88  3
 1  0      0 7402780  18800 237336    0    0     0 24000 1034 1220  3  5 91  0
 0  0      0 7391976  18800 248600    0    0     0 20000 1152 1178  1  7 92  0
 0  0      0 7391380  18800 248600    0    0     0 24000 1113 1180  3  6 91  0
 0  0      0 7391844  18808 248592    0    0     0 24036 1123 1211  3  6 91  0
 1  0      0 7391628  18816 248592    0    0     0 24012 1028 1222  3  6 92  0
