procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 4  0      0 6652900  49104 958492    0    0  2829   276  224  266  1  1 96  1
 1  0      0 6642912  49104 959688    0    0     8  7444  714  873  0  3 97  0
 1  0      0 6635720  49104 965892    0    0     0  7448  725  771  0  3 97  0
 1  0      0 6632744  49172 968696    0    0     0  7464  772  786  0  3 97  0
 0  0      0 6631092  49260 970796    0    0     0  7608  725  795  0  2 97  0
 0  0      0 6631100  49344 970852    0    0     0  7504  671  777  0  3 97  0
 1  0      0 6630728  49428 970908    0    0     0  7520  735  779  1  3 96  0
 1  0      0 6630604  49512 970968    0    0     0  7500  682  784  1  2 97  0
 0  0      0 6630488  49596 971028    0    0     0  7532  708  798  1  2 97  0
 0  0      0 6630364  49680 971084    0    0     0  7572  677  790  1  2 97  0
 0  0      0 6630108  49764 971140    0    0     0  7528  687  789  1  3 96  0
 0  0      0 6630216  49848 971192    0    0     0  7672  725  823  1  2 96  0
 1  0      0 6630636  49932 971244    0    0     0  7540  722  775  0  2 97  0
 0  0      0 6630008  50020 971276    0    0     0  7536  676  789  0  3 97  0
 0  0      0 6630008  50104 971348    0    0     0  7532  684  818  1  2 96  0
