procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  1      0 7604176  18688  50704    0    0  1622  1182  414  273  1  2 95  2
 1  0      0 7615780    640  49088    0    0  6220  3608 1469 1202  0  2 96  2
 1  0      0 7615632    356  49196    0    0  2756  2600  633  715  0  1 98  1
 1  0      0 7616044    368  49104    0    0  2892  3464  679  752  0  1 98  1
 1  0      0 7616012    368  49212    0    0  2764  1788  648  719  0  1 98  1
 1  0      0 7615896    364  49224    0    0  2748  2604  638  735  0  1 98  1
 0  0      0 7615772    368  49120    0    0  2756  3468  645  734  0  0 98  1
 0  0      0 7615912    360  49160    0    0  2780  2664  644  738  0  1 98  0
 0  0      0 7615640    360  49248    0    0  2784  1784  653  729  0  1 98  1
 0  0      0 7615920    368  49144    0    0  3612  3552  803  939  0  2 96  2
 1  0      0 7616300    384  49328    0    0  2768  3484  683  758  0  1 98  1
 0  0      0 7616300    356  49208    0    0  3652  2652  782  925  0  2 96  1
 0  0      0 7615904    364  49196    0    0  3652  3568  820  968  0  1 96  2
 0  0      0 7616300    352  49244    0    0  3660  3520  809  970  0  1 97  2
 0  0      0 7616160    380  49192    0    0  2776  3528  706  811  0  2 97  1
 0  0      0 7616672    380  49000    0    0  3680  3524  805  990  0  2 96  1
 0  0      0 7616308    372  49288    0    0  3668  3516  820  987  0  2 96  2
 0  0      0 7616044    372  49300    0    0  3676  3536  827  978  1  2 96  1
 0  0      0 7616316    356  49300    0    0  3688  2756  816  965  0  1 97  2
 0  0      0 7615804    340  49260    0    0  2800  2644  683  775  1  1 97  1
 0  0      0 7616160    316  49276    0    0  2812  2664  660  769  0  2 96  1
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 7615640    332  49216    0    0  2824  2660  662  768  1  1 96  1
 0  0      0 7615812    460  49372    0    0  1912  1768  571  566  0  2 97  1
 0  0      0 7615928    340  49232    0    0  2836  2664  673  777  1  2 96  1
 0  0      0 7615672    336  49540    0    0  2832  2720  678  782  1  2 96  1
 1  0      0 7616060    348  49352    0    0  3728  3540  854 1019  1  2 96  1
 1  0      0 7615976    344  49300    0    0  3736  3540  852  992  1  2 96  1
 1  0      0 7615596    356  49292    0    0  3756  3532  852 1011  0  2 96  2
 1  0      0 7615868    352  49156    0    0  3748  3572  858 1007  1  2 96  2
