procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 3  0      0 3938628   1804   7300    0    0   462  2155   40   42  0  1 97  1
 0  2      0 3934584    164   5024    0    0   580  1736  330  306  0  3 75 22
 0  0      0 3934468    172   4908    0    0  2256  1692  435  427  0  2 63 34
 0  0      0 3934724    160   4852    0    0  3656  2492  608  594  1  4 92  3
 0  0      0 3934716    156   5152    0    0  5576  3292  719  738  1  5 90  4
 0  0      0 3934592    172   4868    0    0  3320  2500  592  571  0  5 93  2
 0  1      0 3933856    176   5504    0    0  4000  2488  628  631  0  5 93  2
 0  2      0 3935088    244   4496    0    0  4264  2476  640  660  0  5 92  2
