procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  1      0 7602484  18808  50440    0    0  1010    93  205  222  2  2 95  1
 0  0      0 7615980    640  47948    0    0  4592  1948 1219 1398  1  3 96  1
 0  0      0 7616104    360  48056    0    0  2684  1340  630 1177  1  2 97  0
 0  0      0 7615980    352  47768    0    0  2676   900  633 1164  0  2 97  1
 0  0      0 7615980    348  47772    0    0  2820  1356  661 1186  0  2 97  0
 0  0      0 7615980    352  48056    0    0  2676  1356  620 1166  0  2 97  1
 0  0      0 7615980    352  47896    0    0  2672  1356  620 1154  0  2 97  0
 0  0      0 7616096    348  47932    0    0  2656  1424  620 1131  1  2 96  0
 0  0      0 7616012    408  47952    0    0  1788  1380  538 1016  0  2 98  0
 0  0      0 7616136    348  48060    0    0  2696  1380  647 1190  1  2 97  0
 0  0      0 7616044    336  47900    0    0  2664   928  613 1150  1  1 97  0
 1  0      0 7616076    336  47924    0    0  2704  1372  620 1155  0  2 97  0
 0  0      0 7615976    352  47900    0    0  2704  1372  629 1171  0  2 97  1
 0  1      0 7616232    432  47900    0    0  1972  1392  541 1016  0  2 98  0
 0  0      0 7616356    344  48108    0    0  2496  1424  644 1179  0  2 97  1
 0  0      0 7616108    352  47992    0    0  3480   920  829 1432  1  2 97  0
 0  0      0 7616116    356  47956    0    0  2700  1380  671 1344  1  2 97  0
 1  0      0 7616232    356  47912    0    0  2684  1376  659 1304  0  2 97  0
 0  0      0 7615908    352  48004    0    0  2632  1380  667 1338  1  2 97  0
 0  0      0 7616272    352  48056    0    0  2636  1392  663 1318  1  2 97  1
 1  0      0 7616140    344  47860    0    0  2692  1380  662 1321  1  2 96  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 7616016    348  47896    0    0  2636  1420  663 1311  1  2 97  1
 0  0      0 7616140    356  48124    0    0  2660  1380  660 1321  0  2 97  0
 0  0      0 7616024    416  48196    0    0  1792  1380  588 1193  0  2 98  0
 2  0      0 7616148    348  47924    0    0  2740   920  661 1294  0  4 95  1
 0  0      0 7615172    368  47900    0    0  8736  1388 1594 1936  2  4 93  2
 0  0      0 7615296    348  48020    0    0  2724  1380  612 1148  1  2 96  0
 1  0      0 7614800    352  48164    0    0  2728  1380  631 1166  0  2 96  1
 0  0      0 7615180    424  48020    0    0  1964  1432  564  992  1  2 97  0
 0  0      0 7615796    344  47976    0    0  2744   912  628 1189  0  3 96  0
 1  0      0 7615696    348  47728    0    0  3108  1380  707 1166  1  2 96  0
 0  0      0 7615836    436  48004    0    0  1864  1392  542 1013  0  3 97  0
 0  0      0 7615340    352  48172    0    0  2728  1380  628 1175  1  3 96  1
 0  0      0 7615232    368  48016    0    0  3532  1376  730 1339  1  3 96  0
 0  0      0 7615356    352  47900    0    0  2640  1380  645 1201  1  2 97  0
