procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 4  1      0 6615304  47008 991476    0    0  1354    38   81  144  2  1 97  1
 0  0      0 6593812  47008 1003660    0    0   352   556  681 1407  1  5 93  0
 0  0      0 6593804  47008 1003744    0    0     0     0  611 1286  1  6 93  0
 1  0      0 6605716  47016 992644    0    0     0   176  612 1261  1  6 94  0
 0  0      0 6594184  47016 1003660    0    0     0     0  574 1187  1  5 94  0
 0  0      0 6594160  47016 1003744    0    0     0     0  596 1266  1  6 93  0
 1  0      0 6603748  47016 994448    0    0     0   548  588 1254  0  6 94  0
 0  0      0 6594308  47016 1003500    0    0     0     0  569 1184  1  5 94  0
 1  0      0 6594176  47024 1003912    0    0     0    36  593 1259  1  6 93  0
 1  0      0 6605724  47024 992400    0    0     0     0  575 1247  0  6 93  0
 0  0      0 6594052  47024 1003664    0    0     0     0  587 1198  1  5 94  0
 0  0      0 6594036  47024 1003668    0    0     0   552  593 1257  1  6 93  0
 1  0      0 6604608  47024 992916    0    0     0     0  570 1225  1  5 94  0
 0  0      0 6594284  47032 1003752    0    0     0    36  583 1228  1  5 94  0
 0  0      0 6594176  47032 1003668    0    0     0     0  586 1270  1  6 93  0
 1  0      0 6594316  47032 1003668    0    0     0   108  588 1232  1  5 94  0
