procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 3  1      0 7602292  18836  50676    0    0   987   119  219  236  2  2 95  1
 0  0      0 7614764    372  48288    0    0  4520  2688 1244 1386  1  3 96  0
 0  0      0 7614748    436  48412    0    0  1780  2540  531  984  0  2 97  0
 1  0      0 7614872    368  48392    0    0  2820  1700  689 1195  1  2 96  1
 0  0      0 7614996    364  48424    0    0  2624  2556  634 1144  1  3 96  0
 0  0      0 7614880    428  48652    0    0  1760  2540  535  977  0  2 97  0
 0  0      0 7614872    360  48468    0    0  2648  1700  633 1180  1  2 97  0
 0  0      0 7614996    352  48412    0    0  2636  2536  654 1206  1  3 97  0
 0  0      0 7615044    360  48448    0    0  2668  2620  631 1151  1  1 97  1
 0  0      0 7615044    428  48680    0    0  1796  2576  551 1038  1  1 98  0
 1  0      0 7615076    364  48500    0    0  2652  1712  645 1183  0  2 97  0
 0  0      0 7614952    356  48472    0    0  2664  2580  664 1201  1  3 96  0
 0  0      0 7614588    348  48748    0    0  2652  2572  637 1176  1  2 97  0
 0  0      0 7614696    348  48552    0    0  2604  2572  639 1163  1  2 97  0
 0  0      0 7614704    412  48720    0    0  1772  2576  539 1003  0  1 98  0
 0  0      0 7614952    344  48512    0    0  2684  1760  648 1186  1  3 96  0
 0  0      0 7614836    348  48520    0    0  2652  2564  642 1167  1  2 97  0
 0  0      0 7615084    356  48516    0    0  2664  2572  669 1219  1  2 96  0
 0  0      0 7614960    360  48540    0    0  2660  2576  664 1207  1  3 96  0
 0  0      0 7614992    360  48532    0    0  2672  2564  654 1214  1  2 97  0
 0  0      0 7614992    360  48492    0    0  2652  2572  636 1162  1  2 97  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 7614868    432  49048    0    0  2076  2588  560 1044  0  2 97  0
 1  0      0 7615620    348  47772    0    0  3180  2612  696 1267  1  2 96  0
 1  0      0 7614776    356  48556    0    0  1876  2580  579 1083  1  2 98  0
 0  0      0 7615148    352  48608    0    0  2632  1728  638 1172  0  3 97  0
 0  0      0 7615024    352  48612    0    0  2656  2584  661 1203  1  2 97  0
 0  0      0 7614900    352  48592    0    0  2688  2580  661 1197  1  2 97  0
 0  0      0 7615024    348  48628    0    0  2680  2592  679 1222  1  3 96  1
 0  0      0 7614528    352  48692    0    0  2668  2588  662 1214  1  1 97  1
 0  0      0 7614528    348  48688    0    0  2672  2612  663 1202  1  2 97  0
 2  0      0 7614776    352  48692    0    0  2688  2584  632 1162  1  2 97  0
 1  0      0 7615388    356  48120    0    0  2660  2588  626 1134  1  2 97  0
 0  0      0 7614784    356  48680    0    0  1856  2576  578 1050  0  2 98  0
 0  0      0 7614652    344  48748    0    0  2676  1728  630 1163  1  3 97  0
 0  0      0 7614900    340  48808    0    0  2696  2580  668 1210  1  2 96  1
 0  0      0 7614652    352  48720    0    0  2692  2580  658 1206  1  2 97  1
