procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 5  0      0 6613768  47148 991860    0    0  1105    60  170  194  2  2 96  1
 1  0      0 6597624  47148 999836    0    0     8  4116  648 1289  4  6 91  0
 0  0      0 6589432  47148 1007324    0    0     0     0  564 1153  3  5 91  0
 1  0      0 6589564  47148 1007532    0    0     0     0  568 1176  4  5 91  0
 1  0      0 6586348  47156 1007400    0    0     0   108  604 1191  4  5 91  0
 1  0      0 6594152  47156 1002716    0    0     0     0  599 1243  4  6 90  0
 0  0      0 6589432  47156 1007356    0    0     0  4136  582 1172  4  5 91  0
 0  0      0 6589440  47156 1007356    0    0     0     0  551 1159  3  5 92  0
 0  0      0 6589192  47156 1007480    0    0     0     0  575 1182  4  5 91  0
 1  0      0 6589564  47164 1007348    0    0     0    36  600 1243  4  5 90  0
 0  0      0 6589440  47164 1007356    0    0     0     0  571 1171  3  5 92  0
 0  0      0 6589300  47164 1007612    0    0     0  4140  574 1175  3  5 91  0
 0  0      0 6589068  47164 1007472    0    0     0     0  568 1158  4  5 91  0
 0  0      0 6589308  47164 1007388    0    0     0     0  588 1208  3  6 91  0
 1  0      0 6589184  47172 1007380    0    0     0    36  566 1152  3  5 92  0
 0  0      0 6589184  47172 1007388    0    0     0     0  561 1150  4  6 91  0
 0  0      0 6588936  47180 1007456    0    0     0  4144  589 1189  4  6 90  0
