procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 5  0      0 6613848  47088 991824    0    0  1178    51  142  180  2  2 96  1
 0  0      0 6591696  47088 1005224    0    0     8  2080  621 1278  3  4 93  0
 0  0      0 6591464  47088 1005280    0    0     0     0  578 1201  2  5 93  0
 1  0      0 6591604  47088 1005116    0    0     0     0  567 1185  2  5 93  0
 0  0      0 6591736  47096 1005272    0    0     0   108  608 1223  2  6 92  0
 0  0      0 6591604  47112 1005264    0    0     0   124  609 1209  3  5 92  0
 0  0      0 6591472  47112 1005380    0    0     0  2084  581 1194  2  5 92  0
 1  0      0 6593704  47112 1003248    0    0     0     0  585 1231  3  6 92  0
 0  0      0 6591712  47112 1005296    0    0     0     0  562 1172  2  4 93  0
 0  0      0 6591216  47112 1005128    0    0     0     0  549 1149  2  6 92  0
 1  0      0 6591488  47120 1005288    0    0     0    56  569 1182  2  5 92  0
 1  0      0 6591332  47120 1005312    0    0     0  2088  595 1249  3  5 92  0
 0  0      0 6591340  47120 1005312    0    0     0     0  576 1200  2  5 93  0
 1  0      0 6590992  47120 1005396    0    0     0     0  567 1177  2  4 93  0
 1  0      0 6594572  47120 1002752    0    0     0     0  563 1186  1  7 92  0
 0  0      0 6591588  47128 1005304    0    0     0    36  568 1195  2  6 93  0
