date,mode,size,count,ss_span,fs,before_img_size,after_img_size,diff_img_size,mean_write_bw
2024-08-17_20-55-27,seq,500k,100,200,nilfs2,16380,16380,0,521666560.000000
2024-08-17_20-55-27,seq,1000k,100,200,nilfs2,16380,16380,0,1027604480.000000
2024-08-17_20-55-27,seq,2000k,100,200,nilfs2,16380,24572,8192,1025856839.680000
2024-08-17_20-55-27,seq,4000k,100,200,nilfs2,16380,32764,16384,2062199449.600000
2024-08-17_20-55-27,append,200KB,100,200,nilfs2,16380,40956,24576,===
2024-08-17_20-55-27,append,400KB,100,200,nilfs2,16380,57340,40960,===
2024-08-17_20-55-27,append,800KB,100,200,nilfs2,16380,98300,81920,===
2024-08-17_20-55-27,append,1600KB,100,200,nilfs2,16380,180220,163840,===
