procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 3  0      0 7475332  19800 188104    0    0    58  1224   33   38  0  0 99  0
 0  0      0 7463396  19820 200124    0    0     8  7040  786  652  0  3 97  0
 1  0      0 7466472  19820 197168    0    0     0  8000  821  627  1  1 98  0
 0  0      0 7463396  19820 200240    0    0     0  7000  762  556  0  2 97  0
 0  0      0 7463536  19828 200232    0    0     0  8076  816  638  1  2 96  0
 0  0      0 7463380  19828 200240    0    0     0  7000  734  550  0  1 98  0
 0  0      0 7463388  19840 200240    0    0     4  8012  815  636  1  2 97  0
 0  0      0 7463528  19840 200240    0    0     0  7000  735  548  0  2 98  0
 0  0      0 7463404  19840 200332    0    0     0  8000  813  630  0  2 97  0
 0  0      0 7463512  19840 200240    0    0     0  7000  733  560  0  2 98  0
 0  0      0 7463396  19848 200324    0    0     0  8036  790  630  1  2 97  0
 0  0      0 7463032  19856 200240    0    0     0  8012  783  562  0  1 98  0
 0  0      0 7463528  19856 200156    0    0     0  7000  777  619  0  2 98  0
 0  0      0 7463544  19856 200240    0    0     0  8000  793  564  0  3 97  0
