procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 4  0      0 7475556  19776 187784    0    0    60   930   27   34  0  0 99  0
 1  0      0 7463668  19796 200060    0    0     8  7040  804  681  1  1 98  0
 2  0      0 7463676  19796 199868    0    0     0  8000  790  620  1  2 97  0
 0  0      0 7463668  19796 200124    0    0     0  7000  755  563  0  2 97  0
 0  1      0 7463668  19796 200208    0    0     0  8076  809  620  0  2 98  0
 0  0      0 7463684  19796 200124    0    0     0  7000  732  556  0  2 98  0
 0  0      0 7463304  19808 200208    0    0     4  8012  828  651  1  2 97  0
 0  0      0 7463544  19808 200124    0    0     0  7000  721  556  1  2 98  0
 0  0      0 7463932  19808 200040    0    0     0  8000  806  628  0  3 97  0
 1  0      0 7463568  19808 200124    0    0     0  7000  736  558  0  2 98  0
 0  0      0 7463800  19808 200092    0    0     0  8036  833  636  1  2 97  0
 0  0      0 7463552  19816 200124    0    0     0  8012  780  559  0  2 97  0
 0  0      0 7463676  19816 200124    0    0     0  7000  750  612  0  2 98  0
 1  0      0 7463312  19816 199612    0    0     0  8000  787  564  0  2 98  0
