procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 7476640  19776 187844    0    0    62   630   20   29  0  0 99  0
 0  0      0 7463984  19796 199608    0    0     8  3540  778  666  0  2 97  0
 1  0      0 7464280  19796 199352    0    0     0  4000  795  627  0  3 97  0
 0  0      0 7464256  19796 199608    0    0     0  3500  725  569  1  1 98  0
 0  0      0 7464288  19796 199544    0    0     0  4076  778  623  0  2 97  0
 0  0      0 7464280  19796 199608    0    0     0  3500  727  547  1  1 98  0
 0  0      0 7464264  19808 199684    0    0     4  4012  780  643  0  2 98  0
 0  0      0 7464280  19808 199692    0    0     0  3500  727  555  0  2 98  0
 0  0      0 7464148  19808 199524    0    0     0  4000  806  629  1  2 97  0
 0  1      0 7464172  19808 199608    0    0     0  4036  762  558  0  2 97  0
 0  0      0 7464420  19808 199692    0    0     0  3500  770  623  0  2 98  0
 1  0      0 7464304  19816 199600    0    0     0  4012  824  632  0  2 98  0
 0  0      0 7464132  19816 199608    0    0     0  3500  763  615  0  2 97  0
 1  0      0 7470620  19816 193464    0    0     0  4000  783  617  1  2 98  0
