procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 7474988  19824 188020    0    0    57  1363   36   40  0  0 99  0
 0  0      0 7462108  19844 201296    0    0     8 14040  881  683  1  1 97  0
 1  0      0 7473688  19844 189984    0    0     0 16000  880  617  0  2 97  0
 0  0      0 7462272  19844 201248    0    0     0 14000  803  561  1  2 96  0
 0  0      0 7462256  19852 201324    0    0     0 16076  909  632  1  2 97  0
 0  0      0 7462380  19852 201248    0    0     0 14000  819  565  1  2 97  0
 0  0      0 7462388  19864 201152    0    0     4 16012  893  629  0  3 97  0
 0  0      0 7462132  19864 201248    0    0     0 14000  786  543  0  2 98  0
 0  0      0 7462396  19864 201332    0    0     0 16000  882  620  1  2 97  0
 0  0      0 7462264  19864 201248    0    0     0 14000  816  550  1  2 98  0
 0  0      0 7462124  19872 201164    0    0     0 16036  879  633  0  2 97  0
 1  0      0 7462396  19880 201496    0    0     0 14012  814  569  0  2 98  0
 0  0      0 7462520  19880 201248    0    0     0 16000  888  611  0  2 97  0
 0  0      0 7462024  19880 201248    0    0     0 16000  863  569  1  2 97  0
