procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0      0 7474560  20012 188088    0    0    52  2561   57   53  0  1 99  0
 0  0      0 7459664  20032 203312    0    0     8 28040  925  690  0  3 96  0
 1  0      0 7459540  20032 203312    0    0     0 32000  943  583  1  3 97  0
 0  0      0 7459648  20032 203312    0    0     0 28000  928  621  1  3 95  0
 1  0      0 7460036  20040 203304    0    0     0 32076  948  622  2  1 97  0
 0  0      0 7459540  20040 203312    0    0     0 28000  880  577  0  3 97  0
 1  0      0 7459788  20052 203056    0    0     4 32012  998  631  1  2 96  0
 0  0      0 7459796  20052 203224    0    0     0 28000  873  564  1  3 96  0
 0  0      0 7459772  20052 203312    0    0     0 32000  946  626  2  2 96  0
 0  0      0 7459640  20052 203396    0    0     0 28000  919  552  0  2 97  0
 0  0      0 7459664  20060 203312    0    0     0 32036  953  624  1  3 96  0
 0  0      0 7459664  20068 203224    0    0     0 28012  885  582  1  2 97  0
 0  0      0 7459540  20068 203312    0    0     0 32000  969  634  0  3 96  0
 0  0      0 7459664  20068 203228    0    0     0 28000  870  562  1  2 97  0
