procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0      0 7474608  19928 188596    0    0    54  1985   48   48  0  1 99  0
 0  0      0 7459896  19948 203284    0    0     8 28040  936  682  1  2 96  0
 0  0      0 7459672  19948 203284    0    0     0 32000  956  581  1  2 96  0
 0  0      0 7460292  19948 203284    0    0     0 28000  904  627  1  3 96  0
 1  0      0 7471080  19956 192012    0    0     0 32076  976  621  1  3 96  0
 0  0      0 7459796  19956 203284    0    0     0 28000  915  574  1  3 97  0
 1  0      0 7468476  19968 194836    0    0     4 32012  994  637  1  3 96  0
 0  0      0 7459788  19968 203284    0    0     0 28000  856  576  0  3 97  0
 0  0      0 7459912  19968 203368    0    0     0 32000  957  624  1  3 96  0
 0  0      0 7459796  19968 203284    0    0     0 28000  896  552  1  2 97  0
 0  0      0 7459540  19976 203200    0    0     0 32036 1007  628  1  3 96  0
 0  0      0 7459920  19984 203284    0    0     0 28012  878  581  1  2 97  0
 0  0      0 7459656  19984 203368    0    0     0 32000  980  628  0  3 96  0
 0  0      0 7459648  19984 203284    0    0     0 28000  894  563  1  3 96  0
