procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 3  0      0 7475848  19996 188084    0    0    52  2375   54   51  0  1 99  0
 0  0      0 7459804  20016 203052    0    0     8 28040  950  709  1  3 96  0
 0  0      0 7459556  20016 203304    0    0     0 32000  952  579  1  2 97  0
 0  0      0 7459804  20016 203388    0    0     0 28000  930  623  0  4 96  0
 1  0      0 7462168  20024 200992    0    0     0 32076  950  619  1  2 97  0
 0  0      0 7459688  20024 203304    0    0     0 28000  880  558  1  3 96  0
 1  0      0 7460548  20036 202536    0    0     4 32012  976  640  1  2 97  0
 0  0      0 7459680  20036 203304    0    0     0 28000  895  569  1  3 97  0
 0  0      0 7459664  20036 203304    0    0     0 32000  981  619  1  2 96  0
 0  0      0 7459812  20036 203304    0    0     0 28000  871  554  1  2 97  0
 0  0      0 7459672  20044 203304    0    0     0 32036  968  637  1  3 96  0
 0  0      0 7459680  20052 203304    0    0     0 28012  894  577  1  3 97  0
 0  0      0 7459672  20052 203304    0    0     0 32000  950  622  1  3 97  0
 0  0      0 7459672  20052 203304    0    0     0 28000  867  554  1  3 97  0
