date,mode,size,count,ss_span,fs,before_img_size,after_img_size,diff_img_size,mean_write_bw
2024-09-04_19-41-07,seq,500k,100,1,yuiha,176196,226992,50796,163493038.080000
2024-09-04_19-41-07,seq,500k,100,2,yuiha,176196,201592,25396,220487813.120000
2024-09-04_19-41-07,seq,500k,100,4,yuiha,176196,188892,12696,247026872.320000
2024-09-04_19-41-07,seq,500k,100,200,yuiha,176196,176700,504,386329835.520000
2024-09-04_19-41-07,seq,1000k,100,1,yuiha,176196,276992,100796,267443763.200000
2024-09-04_19-41-07,seq,1000k,100,2,yuiha,176196,226592,50396,508559196.160000
2024-09-04_19-41-07,seq,1000k,100,4,yuiha,176196,201392,25196,504180480.000000
2024-09-04_19-41-07,seq,1000k,100,200,yuiha,176196,177200,1004,693283491.840000
2024-09-04_19-41-07,seq,2000k,100,1,yuiha,176196,376992,200796,268163727.360000
2024-09-04_19-41-07,seq,2000k,100,2,yuiha,176196,276592,100396,465840588.800000
2024-09-04_19-41-07,seq,2000k,100,4,yuiha,176196,226392,50196,608739205.120000
2024-09-04_19-41-07,seq,2000k,100,200,yuiha,176196,178200,2004,955686563.840000
2024-09-04_19-41-07,seq,4000k,100,1,yuiha,176196,576992,400796,220616488.960000
2024-09-04_19-41-07,seq,4000k,100,2,yuiha,176196,376588,200392,569949399.040000
2024-09-04_19-41-07,seq,4000k,100,4,yuiha,176196,276392,100196,563840593.920000
2024-09-04_19-41-07,seq,4000k,100,200,yuiha,176196,180200,4004,743406725.120000
2024-09-04_19-41-07,append,200KB,100,1,yuiha,176196,197536,21340,===
2024-09-04_19-41-07,append,200KB,100,2,yuiha,176196,196644,20448,===
2024-09-04_19-41-07,append,200KB,100,4,yuiha,176196,196184,19988,===
2024-09-04_19-41-07,append,200KB,100,200,yuiha,176196,195752,19556,===
2024-09-04_19-41-07,append,400KB,100,1,yuiha,176196,217132,40936,===
2024-09-04_19-41-07,append,400KB,100,2,yuiha,176196,216236,40040,===
2024-09-04_19-41-07,append,400KB,100,4,yuiha,176196,215752,39556,===
2024-09-04_19-41-07,append,400KB,100,200,yuiha,176196,215304,39108,===
