procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 4  0      0 2884968  14668 850736    0    0   125  1267   26   13  0  6 94  0
 1  0      0 2863012  14700 864776    0    0    12  6040  689  627  1  5 93  0
 1  0      0 2869336  14720 857720    0    0     0  7000  633  533  2  5 93  0
 1  0      0 2857860  14732 868840    0    0     0  7000  697  577  1  5 94  1
 0  0      0 2843576  14748 883996    0    0     0  7000  654  540  2  4 94  0
 0  0      0 2840360  14768 886912    0    0     0  6088  684  575  2  4 93  1
 0  0      0 2828996  14792 898180    0    0     4  7092  690  609  1  5 92  1
 0  0      0 2823968  14812 902004    0    0     0  1496  652  558  1  6 93  0
 0  0      0 2821720  14824 904984    0    0   112  7000  657  550  1  5 93  0
 0  0      0 2818264  14836 908132    0    0     0  6000  687  560  1  5 93  0
 1  0      0 2821168  14860 904328    0    0     0  7036  650  564  3  6 91  0
 0  0      0 2810832  14880 915080    0    0     0  9104  637  515  0  7 93  0
 1  0      0 2807204  14900 918348    0    0     0  8000  666  563  1  2 97  0
 0  0      0 2803500  14912 921932    0    0     0  6000  654  550  2  5 93  0
 0  0      0 2800764  14924 924816    0    0    24  7000  689  578  2  4 94  0
