procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 5  0      0 2444104  14920 897636    0    0   123  1732   38   24  0  6 93  1
 1  0      0 2403744  14956 927692    0    0  9012 18500 2888 5096  2  5 86  7
 1  0      0 2391220  14976 943104    0    0 13036 13540 3824 6985  2  6 84  9
 0  0      0 2376744  15000 957180    0    0 10960 20000 3295 5930  2  4 85  9
 0  1      0 2367452  15008 962452    0    0  4572 12000 1577 2670  2  3 84 11
 0  1      0 2362940  15028 967468    0    0  4772  8088 1598 2762  1  3 80 15
 0  0      0 2350152  15060 983360    0    0  9884 16100 3056 5441  3  5 86  6
 0  1      0 2334412  15080 995708    0    0  7464 20000 2427 4156  2  5 88  6
 1  0      0 2324088  15100 1007500    0    0 11052 20000 3365 6016  2  5 89  5
 0  0      0 2312740  15112 1020016    0    0 10872 12000 3251 5891  1  7 82  9
 1  0      0 2300284  15140 1031532    0    0 11460 16036 4129 6574  1  7 81 11
 0  1      0 2278196  15168 1050400    0    0  8832 20128 2756 4858  1  4 87  7
 0  0      0 2267840  15184 1063684    0    0  8856 16000 2792 4941  1  5 87  6
 0  0      0 2260772  15196 1070808    0    0  9324 12000 2802 5074  1  4 83 12
 1  0      0 2249596  15216 1082344    0    0  1192 12000  656  950  1  3 80 15
 1  1      0 2224980  15240 1105844    0    0   692 16036 1697 1240  2 11 80  7
 1  0      0 2211368  15268 1118620    0    0   104 20112  630  581  2  9 85  5
 1  0      0 2178692  15292 1146980    0    0    52 24000  613  511  2  5 91  1
 1  0      0 2163416  15312 1165792    0    0   100 16000  619  518  2  8 87  2
 0  0      0 2137884  15336 1189564    0    0    48 24000  661  575  3  6 90  0
 1  0      0 2114524  15356 1209668    0    0    52 20248  603  511  3  7 89  1
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 2097968  15400 1229180    0    0   668 20180  770  834  3  6 87  4
 1  0      0 2073392  15424 1248976    0    0    52 24000  606  506  3  5 90  2
 0  1      0 2052836  15440 1268940    0    0    56 20000  614  504  4  6 89  1
