procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 3  0      0 2088952  14960 925860    0    0   137  1819   44   33  0  6 93  1
 0  0      0 2051812  14992 955064    0    0  4112 20040 1691 2646  3  7 88  3
 0  0      0 2031868  15008 973620    0    0  3512 24000 1799 2317  3  6 90  2
 0  0      0 2027064  15016 979000    0    0  6192 16000 2089 3516  2  5 87  6
 1  0      0 2008176  15028 994360    0    0  7496 24000 2516 4263  2  5 88  5
 0  0      0 2004340  15044 1000720    0    0  6384 20088 2227 3740  2  4 91  3
 0  0      0 1995636  15068 1009360    0    0  8244 20080 2650 4622  2  4 87  7
 0  1      0 1985708  15080 1015764    0    0  8864 24000 2815 4910  1  5 90  3
 0  0      0 1981260  15088 1023864    0    0  5168 16000 1877 3050  1  7 87  5
 0  1      0 1972472  15104 1029532    0    0  5616 24000 2016 3292  2  6 87  5
 0  0      0 1965712  15120 1039320    0    0  5436 20036 2000 3266  1  4 90  4
 0  0      0 1953528  15140 1050964    0    0  1380 24084  983 1213  2  5 91  1
 0  0      0 1945320  15156 1059328    0    0  7280 20000 2371 4057  3  5 86  5
 2  0      0 1935144  15172 1065568    0    0  3956 16292 1574 2440  2  5 89  4
 0  0      0 1927688  15184 1076560    0    0  2736 23708 1325 1897  2  5 91  2
 0  0      0 1913292  15200 1090500    0    0  4272 20036 2313 2969  2  8 82  8
 0  0      0 1903696  15220 1099660    0    0  6044 20092 2113 3495  2  4 90  3
 0  0      0 1894744  15232 1108448    0    0  6704 24000 2312 3885  2  6 89  4
 0  0      0 1887768  15240 1115428    0    0  2940 20000 1335 1937  2  5 90  3
 0  0      0 1871476  15256 1131420    0    0  8568 20000 3347 5134  3  7 83  7
