procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0      0 1790996  15072 987736    0    0   152  2078   53   46  0  6 93  1
 0  0      0 2794500    148   4564    0    0  5076  1360  840  892  1  5 91  4
 0  0      0 2794368    176   4592    0    0  3356   784  659  621  1  3 94  2
 0  0      0 2794352    164   4680    0    0  4444   996  761  770  1  4 93  2
 0  1      0 2793772    184   5256    0    0  3912   792  684  661  0  3 94  2
 0  0      0 2794220    172   4772    0    0  3820   996  729  723  2  2 95  1
 0  0      0 2794236    180   4800    0    0  4444  1044  746  765  2  3 94  1
 0  0      0 2794196    184   4784    0    0  3328   816  656  616  1  3 95  1
 0  0      0 2794080    176   4904    0    0  4444  1024  743  771  0  4 94  2
 0  0      0 2794120    176   5008    0    0  4448  1056  760  766  2  2 92  4
 0  0      0 2794112    188   4884    0    0  3356   816  620  624  1  2 96  2
 0  0      0 2794136    172   4956    0    0  4436  1052  771  779  1  3 94  2
 0  0      0 2794080    172   4936    0    0  4384  1036  764  761  0  3 94  2
 0  0      0 2794128    176   5128    0    0  4328  1052  740  760  0  3 95  1
 0  0      0 2794220    180   5092    0    0  6680  1316  885  963  1  3 94  1
 0  0      0 2785920    176  13144    0    0  5720  1056 1472  878  1  5 91  3
 1  0      0 2785780    172  13144    0    0  5640  1052  792  804  0  4 93  2
 0  1      0 2785036    192  13768    0    0  5324   812  678  726  1  2 92  5
 0  0      0 2785764    204  13384    0    0  5028  1028  702  735  2  5 92  2
 1  0      0 2786276    156  12596    0    0  5368   816  709  732  1  4 93  2
 0  0      0 2785672    204  13384    0    0  4992  1024  688  724  1  3 94  2
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 2785532    184  13444    0    0  5728  1056  737  812  2  4 93  2
 0  0      0 2786028    160  12732    0    0  4232   552  591  577  1  3 94  2
 1  0      0 2784912    188  14040    0    0  2212   528  390  408  1  2 97  1
 0  0      0 2785624    204  13488    0    0  6324  1032  733  797  1  5 93  1
 0  0      0 2785500    184  13540    0    0  5724  1056  789  814  1  3 93  2
 0  1      0 2785020    208  14040    0    0  5200   816  670  706  1  3 94  2
 0  0      0 2785516    204  13652    0    0  5108  1024  701  749  1  4 94  1
