procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 4  0      0 3937356   2380   8756    0    0   213   452   26   23  0  1 99  1
 1  1      0 3928064   2528   9336    0    0   316   484  225  231  0  0 79 21
 0  1      0 3934672    132   4988    0    0  3256  1380  598  581  1  3 85 11
 0  0      0 3934928    136   4560    0    0  3860  1732  675  680  0  4 93  2
 0  0      0 3934928    168   4492    0    0  3336  1320  627  594  0  4 94  2
 0  0      0 3934796    172   4608    0    0  3336  1344  624  586  1  3 93  3
 1  0      0 3935184    144   4148    0    0  4284  1320  679  688  1  4 93  3
 0  0      0 3934672    184   4464    0    0  3452  1732  640  609  1  4 93  2
 1  0      0 3934556    156   4380    0    0  5380  1832  786  857  1  4 93  3
 0  0      0 3934548    188   4480    0    0  3464  1760  650  624  1  5 91  4
 0  1      0 3934060    188   5088    0    0  3928  1368  632  632  0  4 93  2
 1  0      0 3934440    184   4976    0    0  5208  2244  839  871  1  5 89  4
 2  0      0 3934516    180   4468    0    0  6380  2228  839  891  1  5 91  4
 0  0      0 3934680    176   4540    0    0  5552  2224  824  880  2  6 89  3
 1  0      0 3934928    160   4224    0    0  4360  1364  679  705  1  4 93  3
 0  0      0 3926496    176  12676    0    0  3472  1776 1267  704  1  7 87  6
 1  0      0 3926512    160  12408    0    0  4340  1364  649  698  1  4 93  2
 0  0      0 3926356    188  12672    0    0  3464  1788  605  614  1  4 93  3
 0  0      0 3926372    176  12704    0    0  4452  1764  689  721  1  5 92  2
 1  0      0 3925760    192  13440    0    0  4076  1360  617  660  1  4 93  3
 0  0      0 3926380    192  12788    0    0  3740  1768  618  651  1  5 93  2
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 3926356    188  12784    0    0  3356  1380  590  583  1  4 93  1
 1  0      0 3926480    164  12572    0    0  4340  1344  661  693  1  5 92  1
 0  0      0 3926388    184  12672    0    0  3460  1764  617  606  1  4 94  1
 0  0      0 3926512    168  12580    0    0  4448  1796  679  729  1  5 91  3
 0  0      0 3926372    196  12816    0    0  3344  1364  580  588  1  4 93  2
 0  0      0 3926520    188  12696    0    0  4460  1760  716  730  2  4 90  3
 0  0      0 3918336    188  20824    0    0  3348  1348 1321  722  0  6 88  6
 0  0      0 3918320    192  20952    0    0  3360  1340  580  582  1  4 93  2
