procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 5  0      0 6172980  27428 955344    0    0   923  5337  250  348  1  4 93  1
 1  0      0 6142768  27468 986412    0    0   520 20040 1035 1582  2  7 90  1
 0  0      0 6122088  27488 1005896    0    0   640 20000  985 1430  2  7 90  1
 1  0      0 6095668  27512 1027612    0    0   760 24000 1050 1498  3  6 90  1
 1  0      0 6078020  27536 1049184    0    0   640 20076 1009 1486  3  8 88  1
 0  0      0 6057588  27556 1068856    0    0   628 20000  981 1433  3  6 90  1
 1  0      0 6036616  27592 1088404    0    0   652 20136  995 1431  3  5 91  1
 0  0      0 6012388  27620 1112020    0    0   768 24000 1064 1503  3  6 90  1
 3  0      0 6003704  27640 1120224    0    0  1368 20000 1199 1815  3  6 89  2
 1  0      0 5972440  27660 1151128    0    0   640 20036 1012 1466  3  5 90  1
 0  0      0 5951768  27684 1170856    0    0   640 20000  963 1405  3  5 91  1
 0  0      0 5933492  27712 1188488    0    0  4488 20148 2004 3356  2  6 89  3
 0  0      0 5913628  27736 1207984    0    0  1296 20000 1195 1754  2  7 89  1
 2  0      0 5888912  27760 1228376    0    0   768 24000 1070 1468  3  6 90  1
 0  0      0 5869248  27788 1250664    0    0  1392 20036 1228 1824  3  7 88  2
 0  0      0 5849468  27808 1270532    0    0   640 20000 1011 1518  3  8 88  1
 2  0      0 5829300  27836 1290104    0    0   644 20148 1008 1427  2  7 90  1
 1  0      0 5808204  27860 1310016    0    0   640 20000  981 1412  3  7 89  1
 0  0      0 5784100  27884 1333504    0    0   768 24000 1047 1471  3  6 89  2
 0  0      0 5764032  27908 1353364    0    0   628 20036  967 1472  3  6 89  2
